seqnames	start	end	methylomeA_rep1	methylomeB_rep1	methylomeC_rep1	methylomeD_rep1
1	9151	9350	1	0	0	0
1	9201	9400	0	0	0	0
1	9251	9450	0	0	0	0
1	9301	9500	0	1	1	0
1	9351	9550	0	1	1	0
1	9401	9600	0	1	1	0
1	9451	9650	0	1	1	0
1	9501	9700	0	1	0	0
1	9551	9750	0	1	0	0
1	9601	9800	0	1	0	0
1	9701	9900	0	0	0	0
1	9751	9950	0	0	0	1
1	9801	10000	0	0	0	1
1	9851	10050	1	0	0	1
1	9901	10100	1	0	0	1
1	9951	10150	1	0	0	1
1	10001	10200	1	1	0	1
1	10051	10250	0	1	1	1
1	10101	10300	0	1	1	1
1	10151	10350	0	1	1	1
1	10201	10400	0	1	1	1
1	10251	10450	0	1	0	0
1	10301	10500	0	0	0	0
1	10351	10550	1	0	0	0
1	10401	10600	1	0	0	0
1	10451	10650	1	0	0	0
1	10501	10700	1	0	0	0
1	10551	10750	0	0	0	1
1	10601	10800	0	0	0	1
1	10651	10850	0	0	0	1
1	10701	10900	0	0	0	1
1	10751	10950	0	0	0	1
1	10801	11000	0	1	0	1
1	11051	11250	1	1	1	1
1	11101	11300	0	0	0	0
1	11151	11350	0	0	0	0
1	11201	11400	1	1	1	0
1	11401	11600	1	1	1	0
1	11451	11650	1	1	0	0
1	11501	11700	1	1	0	0
1	11551	11750	1	1	1	0
1	11601	11800	0	0	1	1
1	11651	11850	0	0	1	1
1	11701	11900	0	0	1	1
1	11751	11950	0	0	1	1
1	11801	12000	0	0	0	1
1	11851	12050	0	0	0	1
1	11901	12100	0	0	0	1
1	11951	12150	0	1	1	1
1	12001	12200	0	1	1	1
1	12051	12250	0	1	1	1
1	12101	12300	0	1	1	0
1	12151	12350	1	1	1	1
1	12201	12400	1	1	1	1
1	12251	12450	1	1	0	1
1	12301	12500	1	1	0	1
1	12351	12550	1	0	1	0
1	12401	12600	1	0	1	0
1	12451	12650	1	0	1	0
1	12501	12700	1	0	1	1
1	12551	12750	1	0	1	1
1	12601	12800	1	1	1	1
1	12651	12850	1	1	1	0
1	12701	12900	1	1	1	0
1	12751	12950	1	1	1	0
1	12801	13000	0	1	1	1
1	12851	13050	0	0	1	1
1	12901	13100	0	0	1	1
1	12951	13150	1	1	0	1
1	13001	13200	1	1	0	0
1	13051	13250	1	1	0	0
1	13101	13300	1	1	0	0
1	13151	13350	0	0	0	0
1	13201	13400	0	0	0	0
1	13251	13450	0	0	0	1
1	13301	13500	0	1	0	1
1	13351	13550	0	1	0	1
1	13401	13600	0	1	0	1
1	13451	13650	0	1	0	0
1	13501	13700	1	0	1	0
1	13551	13750	1	0	1	0
1	13601	13800	1	0	1	0
1	13651	13850	1	1	0	0
1	13701	13900	0	1	0	0
1	13751	13950	0	1	0	0
1	13801	14000	0	1	0	0
1	13851	14050	0	1	0	0
1	13901	14100	0	1	0	0
1	13951	14150	0	1	0	0
1	14001	14200	0	1	0	1
1	14051	14250	0	0	0	1
1	14101	14300	0	0	0	1
1	14151	14350	1	0	1	1
1	14201	14400	1	1	1	1
1	14251	14450	1	1	1	1
1	14301	14500	1	1	1	1
1	14351	14550	0	1	0	1
1	14401	14600	0	1	0	1
1	14451	14650	0	1	1	1
1	14501	14700	1	1	1	1
1	14551	14750	1	1	1	1
1	14601	14800	1	1	1	1
1	14651	14850	1	0	1	1
1	14701	14900	0	0	1	1
1	14751	14950	0	0	1	0
1	14801	15000	0	0	1	0
1	14851	15050	0	0	1	0
1	14901	15100	0	0	1	0
1	14951	15150	1	1	1	0
1	15001	15200	1	1	1	0
1	15051	15250	1	1	1	0
1	15101	15300	1	1	1	0
1	15151	15350	1	0	1	0
1	15201	15400	0	0	1	0
1	15251	15450	0	0	0	0
1	15301	15500	0	0	0	0
1	15351	15550	0	0	0	0
1	15401	15600	0	1	1	1
1	15451	15650	1	1	1	1
1	15501	15700	1	1	1	1
1	15551	15750	1	1	1	1
1	15601	15800	0	0	0	0
1	15651	15850	1	0	0	0
1	15701	15900	0	0	0	0
1	15751	15950	0	0	0	0
1	15801	16000	0	0	0	0
1	15851	16050	0	0	0	0
1	15901	16100	1	0	0	1
1	15951	16150	1	0	1	1
1	16001	16200	1	0	1	1
1	16051	16250	1	0	1	1
1	16101	16300	0	1	0	1
1	16151	16350	0	1	0	1
1	16201	16400	0	1	0	0
1	16251	16450	0	1	0	0
1	16301	16500	0	1	1	0
1	16351	16550	0	1	1	1
1	16401	16600	0	1	1	1
1	16451	16650	0	1	1	1
1	16601	16800	0	0	0	0
1	16651	16850	1	1	1	0
1	16701	16900	1	1	1	0
1	16751	16950	1	1	1	0
1	16801	17000	1	1	1	0
1	16851	17050	0	1	0	0
1	16901	17100	0	1	0	1
1	16951	17150	0	0	0	1
1	17001	17200	0	0	0	0
1	17051	17250	0	0	0	0
1	17101	17300	0	0	0	0
1	17151	17350	0	0	0	0
1	17201	17400	0	0	0	0
1	17251	17450	0	0	0	0
1	17301	17500	0	0	0	0
1	17351	17550	0	0	0	0
1	17401	17600	0	0	0	0
1	17451	17650	0	1	0	0
1	17501	17700	0	1	0	0
1	17551	17750	0	1	0	0
1	17601	17800	0	1	0	0
1	17651	17850	0	0	0	0
1	17701	17900	0	0	0	0
1	17751	17950	0	0	0	0
1	17801	18000	0	0	0	0
1	17851	18050	0	0	0	0
1	17901	18100	0	0	0	0
1	17951	18150	1	0	0	1
1	18001	18200	1	0	0	1
1	18051	18250	1	0	0	1
1	18101	18300	1	0	0	1
1	18201	18400	0	1	0	0
1	18251	18450	0	1	1	0
1	18301	18500	0	1	1	0
1	18351	18550	0	1	1	0
1	18401	18600	0	0	1	0
1	18451	18650	0	0	0	0
1	18501	18700	0	0	0	0
1	18551	18750	0	0	1	0
1	18601	18800	0	0	1	1
1	18651	18850	0	0	1	1
1	18701	18900	0	0	1	1
1	18751	18950	0	0	0	1
1	18801	19000	1	0	0	0
1	18851	19050	1	0	0	0
1	18901	19100	1	0	0	0
1	18951	19150	1	0	1	1
1	19001	19200	0	0	1	1
1	19051	19250	0	0	1	0
1	19101	19300	0	0	1	0
1	19151	19350	0	0	0	0
1	19201	19400	0	0	0	0
1	19251	19450	0	0	0	0
1	19301	19500	0	0	0	0
1	19351	19550	0	0	1	0
1	19401	19600	1	1	1	1
1	19451	19650	1	1	1	1
1	19501	19700	1	1	1	1
1	19551	19750	1	1	0	1
1	19601	19800	0	0	0	0
1	19651	19850	0	1	0	1
1	19701	19900	0	1	0	1
1	19751	19950	0	1	0	1
1	19801	20000	0	1	0	1
1	19851	20050	0	1	0	0
1	19901	20100	0	1	0	0
1	19951	20150	0	1	0	0
1	20001	20200	0	1	1	0
1	20051	20250	0	0	0	0
1	20101	20300	1	1	1	0
1	20151	20350	0	1	1	0
1	20201	20400	0	1	1	1
1	20251	20450	0	1	1	1
1	20301	20500	0	1	0	1
1	20351	20550	0	1	0	1
1	20401	20600	0	1	0	0
1	20451	20650	0	0	0	0
1	20501	20700	0	1	1	1
1	20551	20750	1	1	1	1
1	20601	20800	1	1	1	1
1	20651	20850	1	1	1	1
1	20701	20900	1	0	0	1
1	20751	20950	0	1	0	1
1	20801	21000	0	0	1	1
1	20851	21050	0	0	0	1
1	20901	21100	0	0	0	1
1	20951	21150	1	0	0	0
1	21001	21200	1	0	0	1
1	21051	21250	1	0	0	1
1	21101	21300	1	0	0	1
1	21151	21350	0	0	0	1
1	21201	21400	1	1	1	1
1	21251	21450	1	1	1	1
1	21301	21500	1	1	1	1
1	21351	21550	1	1	1	1
1	21401	21600	0	1	1	1
1	21451	21650	0	1	1	1
1	21501	21700	1	1	1	0
1	21551	21750	1	1	0	0
1	21601	21800	1	1	0	1
1	21651	21850	1	1	0	1
1	21701	21900	1	1	0	1
1	21751	21950	0	1	1	1
1	21801	22000	0	0	1	1
1	21851	22050	0	0	1	1
1	21901	22100	0	0	1	1
1	21951	22150	1	0	1	1
1	22001	22200	1	0	1	0
1	22051	22250	1	0	0	0
1	22101	22300	1	0	0	0
1	22151	22350	1	0	1	1
1	22201	22400	0	0	1	1
1	22251	22450	0	0	1	1
1	22301	22500	1	0	1	1
1	22351	22550	1	0	0	0
1	22401	22600	0	1	0	0
1	22451	22650	0	1	0	0
1	22501	22700	0	0	0	0
1	22551	22750	0	1	0	0
1	22601	22800	1	0	0	1
1	22651	22850	1	0	1	1
1	22701	22900	1	0	1	1
1	22751	22950	1	0	1	1
1	22801	23000	1	0	1	1
1	22851	23050	1	0	0	1
1	22901	23100	1	0	0	1
1	22951	23150	1	0	0	1
1	23001	23200	1	1	0	1
1	23051	23250	1	1	0	1
1	23101	23300	1	1	0	1
1	23151	23350	1	1	1	1
1	23201	23400	1	0	1	1
1	23251	23450	1	0	1	1
1	23301	23500	1	0	1	1
1	23351	23550	1	0	1	0
1	23401	23600	1	0	1	0
1	23451	23650	1	0	1	1
1	23501	23700	1	0	1	1
1	23551	23750	1	0	1	1
1	23601	23800	1	1	0	1
1	23651	23850	1	1	0	1
1	23701	23900	1	1	0	1
1	23751	23950	1	1	0	1
1	23801	24000	1	1	0	0
1	23851	24050	1	1	0	0
1	23901	24100	1	0	0	0
1	23951	24150	1	0	0	0
1	24001	24200	0	1	1	0
1	24051	24250	0	1	1	0
1	24101	24300	0	1	1	0
1	24151	24350	1	1	1	0
1	24201	24400	1	1	1	0
1	24251	24450	1	1	1	0
1	24301	24500	1	1	1	0
1	24351	24550	1	1	1	1
1	24401	24600	1	1	1	1
1	24451	24650	1	1	1	1
1	24501	24700	1	1	1	0
1	24551	24750	0	1	1	1
1	24601	24800	0	1	0	1
1	24651	24850	0	1	1	1
1	24701	24900	0	1	1	1
1	24751	24950	0	0	1	0
1	24801	25000	0	0	1	0
1	24851	25050	1	0	0	0
1	24901	25100	1	0	1	0
1	24951	25150	1	0	1	1
1	25001	25200	1	0	1	1
1	25051	25250	1	0	1	1
1	25101	25300	1	0	1	1
1	25151	25350	1	0	0	1
1	25201	25400	0	0	0	1
1	25251	25450	0	0	0	1
1	25301	25500	0	0	0	1
1	25351	25550	0	0	0	0
1	25401	25600	0	0	1	0
1	25451	25650	0	0	1	0
1	25501	25700	0	0	1	1
1	25551	25750	0	0	1	1
1	25601	25800	0	1	1	1
1	25651	25850	0	0	1	1
1	25701	25900	0	0	0	1
1	25751	25950	0	0	0	1
1	25801	26000	0	0	0	1
1	25851	26050	0	0	0	1
1	25901	26100	0	0	0	1
1	25951	26150	0	0	0	1
1	26001	26200	0	0	0	0
1	26051	26250	0	0	0	0
1	26101	26300	0	0	0	0
1	26151	26350	1	0	0	0
1	26201	26400	1	1	0	0
1	26251	26450	1	1	0	1
1	26301	26500	1	1	0	1
1	26351	26550	1	1	0	1
1	26401	26600	0	1	1	1
1	26451	26650	0	0	1	1
1	26501	26700	0	0	1	1
1	26551	26750	0	0	1	1
1	26601	26800	0	0	0	1
1	26651	26850	0	0	0	0
1	26701	26900	0	1	0	1
1	26751	26950	0	1	0	1
1	26801	27000	0	1	1	1
1	26851	27050	0	1	1	1
1	26901	27100	0	1	1	1
1	26951	27150	0	1	1	0
1	27001	27200	0	0	0	0
1	27051	27250	0	0	0	0
1	27101	27300	0	0	0	0
1	27151	27350	0	0	0	0
1	27201	27400	0	0	0	0
1	27251	27450	0	0	0	0
1	27301	27500	0	1	1	0
1	27351	27550	0	1	1	0
1	27401	27600	0	1	1	0
1	27451	27650	1	1	1	0
1	27501	27700	1	1	1	0
1	27551	27750	1	1	1	0
1	27601	27800	1	1	1	0
1	27651	27850	0	1	1	0
1	27701	27900	0	1	0	1
1	27751	27950	0	1	0	1
1	27801	28000	0	1	1	1
1	27851	28050	0	0	0	1
1	27901	28100	0	1	1	1
1	27951	28150	0	1	1	1
1	28001	28200	1	1	0	0
1	28051	28250	1	1	1	0
1	28101	28300	0	1	0	0
1	28151	28350	1	0	1	1
1	28201	28400	1	0	1	1
1	28251	28450	1	1	1	1
1	28301	28500	1	1	1	1
1	28351	28550	0	1	1	1
1	28401	28600	0	1	1	1
1	28451	28650	0	0	0	0
1	28501	28700	0	0	0	0
1	28551	28750	0	0	0	0
1	28601	28800	1	0	1	1
1	28651	28850	1	0	1	1
1	28701	28900	1	1	1	1
1	28751	28950	1	1	1	1
1	28801	29000	1	1	1	0
1	28851	29050	1	1	0	0
1	28901	29100	0	0	0	0
1	28951	29150	0	0	0	0
1	29001	29200	0	0	0	0
1	29051	29250	1	0	1	0
1	29101	29300	1	0	0	0
1	29151	29350	1	0	0	0
1	29201	29400	1	0	0	0
1	29251	29450	1	1	1	0
1	29301	29500	1	1	1	0
1	29351	29550	1	0	1	0
1	29401	29600	1	1	1	0
1	29451	29650	1	1	0	0
1	29501	29700	1	1	0	1
1	29551	29750	1	1	0	1
1	29601	29800	0	1	0	1
1	29651	29850	0	0	0	1
1	29701	29900	1	1	1	1
1	29751	29950	1	1	1	1
1	29801	30000	1	1	1	1
1	29851	30050	1	1	1	0
1	29901	30100	0	0	1	0
1	29951	30150	0	0	1	0
1	30001	30200	0	1	1	0
1	30051	30250	0	1	1	0
1	30101	30300	0	1	1	1
1	30151	30350	0	1	1	1
1	30201	30400	0	1	1	1
1	30251	30450	0	1	1	1
1	30301	30500	1	1	1	0
1	30351	30550	1	0	1	0
1	30401	30600	1	0	1	0
1	30451	30650	1	1	1	0
1	30501	30700	1	0	1	0
1	30551	30750	1	0	1	0
1	30601	30800	1	0	1	1
1	30651	30850	1	0	1	1
1	30701	30900	0	0	1	0
1	30751	30950	1	0	0	1
1	30801	31000	0	0	1	1
1	30851	31050	0	0	1	1
1	30901	31100	1	0	1	1
1	30951	31150	1	0	1	1
1	31001	31200	1	0	0	0
1	31051	31250	1	1	0	0
1	31101	31300	0	0	0	0
1	31151	31350	0	0	0	0
1	31201	31400	1	0	0	0
1	31251	31450	1	0	0	0
1	31301	31500	1	0	0	0
1	31351	31550	1	0	0	0
1	31401	31600	0	0	0	0
1	31451	31650	0	0	0	0
1	31501	31700	0	0	0	0
1	31551	31750	0	0	0	0
1	31601	31800	0	0	0	0
1	31651	31850	0	0	1	0
1	31701	31900	0	0	1	0
1	31751	31950	0	0	1	0
1	31801	32000	0	1	1	1
1	31851	32050	0	1	1	1
1	31901	32100	0	1	1	1
1	31951	32150	0	1	1	1
1	32001	32200	0	1	0	0
1	32051	32250	0	1	0	0
1	32101	32300	0	1	0	0
1	32151	32350	0	0	0	0
1	32201	32400	0	0	0	0
1	32251	32450	0	0	0	0
1	32301	32500	0	0	0	0
1	32401	32600	0	0	0	0
1	32451	32650	0	0	0	1
1	32501	32700	1	1	0	1
1	32551	32750	1	1	0	1
1	32601	32800	1	1	1	1
1	32651	32850	1	1	1	1
1	32701	32900	1	1	1	0
1	32751	32950	1	1	1	0
1	32801	33000	1	1	1	0
1	32851	33050	0	1	0	1
1	32901	33100	0	1	0	1
1	32951	33150	0	1	1	1
1	33001	33200	0	1	0	1
1	33051	33250	0	1	0	1
1	33101	33300	0	1	0	1
1	33151	33350	0	1	0	0
1	33201	33400	0	0	1	0
1	33251	33450	0	0	1	0
1	33401	33600	0	0	0	1
1	33451	33650	0	0	0	1
1	33501	33700	0	0	0	1
1	33551	33750	0	0	0	1
1	33701	33900	1	0	1	0
1	33751	33950	1	0	1	0
1	33801	34000	1	0	1	0
1	33851	34050	1	0	1	0
1	33901	34100	0	0	1	0
1	33951	34150	1	0	1	0
1	34001	34200	1	0	1	0
1	34051	34250	1	0	0	0
1	34101	34300	1	0	0	0
1	34151	34350	1	0	1	1
1	34201	34400	1	0	1	1
1	34251	34450	1	0	1	1
1	34301	34500	1	0	1	1
1	34351	34550	0	1	1	1
1	34401	34600	0	1	1	1
1	34451	34650	0	1	1	0
1	34501	34700	0	1	1	0
1	34551	34750	0	1	1	0
1	34601	34800	0	1	1	0
1	34651	34850	0	1	1	0
1	34701	34900	1	1	1	0
1	34751	34950	1	1	1	0
1	34801	35000	1	1	1	0
1	34851	35050	0	0	1	1
1	34901	35100	0	0	1	1
1	34951	35150	0	0	1	1
1	35001	35200	0	0	0	1
1	35051	35250	0	0	0	1
1	35101	35300	0	0	0	1
1	35151	35350	0	1	0	1
1	35201	35400	1	1	1	1
1	35251	35450	1	1	1	1
1	35301	35500	1	1	1	1
1	35351	35550	1	1	1	1
1	35401	35600	1	0	1	1
1	35451	35650	1	0	0	1
1	35501	35700	1	0	0	1
1	35551	35750	1	0	0	1
1	35601	35800	1	0	0	1
1	35651	35850	0	0	0	1
1	35701	35900	0	1	0	0
1	35751	35950	1	1	0	0
1	35801	36000	1	1	0	0
1	35851	36050	1	1	0	0
1	35901	36100	1	0	0	0
1	35951	36150	0	1	0	0
1	36001	36200	0	1	0	0
1	36051	36250	1	1	0	1
1	36101	36300	1	1	0	1
1	36151	36350	1	1	0	1
1	36201	36400	1	1	0	0
1	36251	36450	1	1	0	0
1	36301	36500	1	1	0	0
1	36351	36550	1	1	0	0
1	36401	36600	1	1	1	0
1	36451	36650	1	1	1	0
1	36501	36700	1	1	1	0
1	36551	36750	0	1	1	0
1	36651	36850	1	0	1	0
1	36701	36900	1	0	1	0
1	36751	36950	1	0	1	0
1	36801	37000	1	0	1	0
1	36851	37050	1	0	1	0
1	36901	37100	0	0	0	1
1	36951	37150	0	0	0	1
1	37001	37200	0	0	1	1
1	37051	37250	0	0	1	1
1	37101	37300	0	0	1	1
1	37151	37350	1	0	1	1
1	37201	37400	1	0	0	1
1	37251	37450	1	0	1	1
1	37301	37500	1	0	1	1
1	37351	37550	0	0	1	0
1	37401	37600	0	0	1	0
1	37451	37650	1	1	1	1
1	37501	37700	0	1	1	1
1	37551	37750	0	1	1	1
1	37601	37800	0	1	1	1
1	37651	37850	0	1	0	1
1	37751	37950	0	1	1	0
1	37801	38000	0	1	1	0
1	37851	38050	0	1	1	1
1	37901	38100	0	1	1	1
1	37951	38150	0	1	1	1
1	38001	38200	1	1	1	1
1	38051	38250	1	1	1	1
1	38101	38300	1	1	1	0
1	38151	38350	1	1	1	0
1	38201	38400	1	1	1	1
1	38251	38450	0	1	1	0
1	38301	38500	0	0	1	0
1	38351	38550	0	0	1	0
1	38401	38600	0	0	0	0
1	38451	38650	0	1	0	0
1	38501	38700	1	1	0	0
1	38551	38750	1	1	1	0
1	38601	38800	1	1	1	0
1	38651	38850	1	1	1	0
1	38701	38900	0	1	1	0
1	38751	38950	1	0	1	1
1	38801	39000	1	0	1	1
1	38851	39050	1	0	1	1
1	38901	39100	1	0	1	1
1	38951	39150	1	0	1	1
1	39001	39200	0	0	1	0
1	39051	39250	0	0	1	0
1	39101	39300	1	0	1	1
1	39151	39350	1	0	1	1
1	39201	39400	1	0	1	1
1	39251	39450	1	1	0	1
1	39301	39500	1	1	0	1
1	39351	39550	0	1	1	1
1	39401	39600	0	1	1	1
1	39451	39650	0	0	1	0
1	39501	39700	1	1	1	1
1	39551	39750	1	1	1	1
1	39601	39800	1	1	1	1
1	39651	39850	1	1	1	1
1	39751	39950	1	0	0	0
1	39801	40000	1	0	1	1
1	39851	40050	1	0	1	1
1	39901	40100	1	0	1	1
1	39951	40150	1	0	1	1
1	40001	40200	0	0	0	0
1	40051	40250	0	1	1	0
1	40101	40300	0	1	1	0
1	40151	40350	0	1	1	0
1	40201	40400	0	1	1	0
1	40251	40450	0	1	1	0
1	40301	40500	0	1	1	0
1	40351	40550	0	1	1	0
1	40401	40600	0	1	1	0
1	40451	40650	0	0	0	0
1	40501	40700	0	0	1	0
1	40551	40750	0	0	1	0
1	40601	40800	1	0	1	0
1	40651	40850	1	1	1	0
1	40701	40900	1	1	0	0
1	40751	40950	1	1	0	0
1	40801	41000	0	1	0	0
1	40851	41050	0	0	1	0
1	40901	41100	0	0	1	0
1	40951	41150	0	0	1	0
1	41001	41200	0	0	1	1
1	41051	41250	0	0	1	1
1	41101	41300	1	0	1	1
1	41151	41350	1	0	1	1
1	41201	41400	1	0	0	0
1	41251	41450	1	0	0	1
1	41301	41500	1	0	0	1
1	41351	41550	1	0	0	1
1	41401	41600	1	0	0	1
1	41451	41650	0	0	0	0
1	41501	41700	0	0	0	0
1	41551	41750	1	0	1	0
1	41601	41800	1	0	1	0
1	41651	41850	1	1	1	0
1	41701	41900	1	1	1	0
1	41751	41950	1	1	0	0
1	41801	42000	1	1	0	0
1	41851	42050	1	0	0	0
1	41901	42100	0	0	0	0
1	41951	42150	1	1	0	1
1	42001	42200	1	1	0	1
1	42051	42250	1	1	0	1
1	42101	42300	1	1	0	1
1	42151	42350	0	0	0	0
1	42201	42400	0	0	0	0
1	42351	42550	0	0	0	0
1	42401	42600	0	0	0	0
1	42451	42650	0	0	0	0
1	42501	42700	0	0	0	0
1	42551	42750	0	0	0	0
1	42601	42800	0	0	0	0
1	42651	42850	0	0	0	0
1	42751	42950	0	0	0	0
1	42801	43000	0	0	0	0
1	42851	43050	0	0	0	0
1	42901	43100	0	1	0	0
1	42951	43150	0	1	0	0
1	43001	43200	0	1	1	0
1	43051	43250	0	1	1	0
1	43101	43300	0	0	1	0
1	43151	43350	0	0	1	0
1	43201	43400	0	0	0	0
1	43251	43450	0	0	0	0
1	43301	43500	0	1	0	0
1	43351	43550	0	1	0	0
1	43401	43600	0	1	0	0
1	43451	43650	0	1	0	0
1	43501	43700	0	0	0	0
1	43601	43800	1	0	1	0
1	43651	43850	1	0	1	0
1	43701	43900	1	0	1	0
1	43751	43950	1	0	1	0
1	43801	44000	1	0	0	0
1	43851	44050	1	0	0	0
1	43901	44100	1	0	1	0
1	43951	44150	0	0	1	0
1	44001	44200	0	0	1	0
1	44051	44250	0	0	1	0
1	44101	44300	1	0	1	0
1	44151	44350	1	0	1	1
1	44201	44400	1	0	1	1
1	44251	44450	1	0	1	1
1	44301	44500	0	0	1	1
1	44351	44550	0	1	1	1
1	44401	44600	0	1	1	1
1	44451	44650	0	1	1	1
1	44501	44700	0	1	0	0
1	44551	44750	0	0	0	0
1	44601	44800	0	0	0	0
1	44651	44850	0	0	0	0
1	44701	44900	0	0	1	0
1	44901	45100	1	1	1	0
1	44951	45150	1	1	1	0
1	45001	45200	1	1	1	1
1	45051	45250	1	1	1	1
1	45101	45300	1	1	1	1
