seqnames	start	end	methylomeA_rep1	methylomeB_rep1	methylomeC_rep1	methylomeD_rep1
1	5901	6100	0.06897	0.11205	0.53064	0.1711
1	5951	6150	0.06897	0.24614	0.50414	0.50006
1	6001	6200	0.06897	0.43419	0.94213	0.93257
1	6051	6250	0.50532	0.69392	0.94213	0.93257
1	6101	6300	0.24872	0.50155	0.94213	0.93257
1	6151	6350	0.24872	0.49908	0.94213	0.93257
1	6201	6400	0.24872	0.37512	0.84166	0.37483
1	6251	6450	0.1674	0.37512	0.94129	0.37483
1	6301	6500	0.24872	0.75625	0.94056	0.49993
1	6351	6550	0.24872	0.75625	0.94129	0.49993
1	6401	6600	0.24872	0.75625	0.94129	0.49993
1	6451	6650	0.50532	0.75625	0.84166	0.49993
1	6501	6700	0.50532	0.50308	0.84166	0.49993
1	6551	6750	0.1674	0.24677	0.75782	0.49993
1	6601	6800	0.12606	0.16489	0.49545	0.49993
1	6651	6850	0.12606	0.51133	0.61824	0.49993
1	6701	6900	0.12606	0.51133	0.06622	0.49993
1	6751	6950	0.1674	0.5683	0.06622	0.93257
1	6801	7000	0.24872	0.51133	0.11812	0.93257
1	6851	7050	0.24872	0.12338	0.07376	0.93257
1	6901	7100	0.24872	0.12338	0.90892	0.93257
1	6951	7150	0.50532	0.12338	0.90892	0.83289
1	7001	7200	0.50532	0.12338	0.75782	0.49993
1	7051	7250	0.07044	0.16489	0.75782	0.16699
1	7101	7300	0.07044	0.16489	0.50414	0.16699
1	7151	7350	0.07044	0.16489	0.50414	0.16699
1	7201	7400	0.07044	0.24677	0.50414	0.12532
1	7301	7500	0.06897	0.24677	0.49545	0.25039
1	7351	7550	0.06897	0.06605	0.49545	0.25039
1	7401	7600	0.06897	0.0669	0.49545	0.93212
1	7451	7650	0.06897	0.2759	0.69199	0.92922
1	7501	7700	0.29845	0.2759	0.84166	0.92922
1	7551	7750	0.29845	0.90703	0.84166	0.92922
1	7601	7800	0.70292	0.88185	0.61824	0.70032
1	7651	7850	0.92843	0.75625	0.16481	0.87455
1	7701	7900	0.63952	0.75625	0.16481	0.70032
1	7751	7950	0.63952	0.75625	0.16481	0.70032
1	7801	8000	0.29845	0.94015	0.12335	0.62526
1	7851	8050	0.29845	0.94013	0.16481	0.70032
1	7901	8100	0.75652	0.94013	0.16481	0.87455
1	7951	8150	0.75652	0.94013	0.12335	0.93257
1	8001	8200	0.50532	0.50308	0.06657	0.93257
1	8051	8250	0.10119	0.06678	0.50414	0.93257
1	8101	8300	0.22992	0.06678	0.50414	0.93257
1	8151	8350	0.22992	0.06678	0.50414	0.93257
1	8201	8400	0.22992	0.06678	0.94056	0.93257
1	8251	8450	0.8409	0.24677	0.94129	0.49993
1	8301	8500	0.75652	0.24677	0.94129	0.49993
1	8351	8550	0.75652	0.24677	0.94129	0.49993
1	8401	8600	0.75652	0.49667	0.94129	0.74953
1	8451	8650	0.50532	0.75625	0.50414	0.74953
1	8501	8700	0.50532	0.75625	0.50414	0.74953
1	8551	8750	0.8409	0.75625	0.24622	0.50006
1	8601	8800	0.8409	0.50308	0.24622	0.25039
1	8651	8850	0.06897	0.75625	0.06637	0.50006
1	8701	8900	0.06897	0.75625	0.06637	0.50006
1	8801	9000	0.06897	0.75625	0.06657	0.83289
1	8851	9050	0.50532	0.83991	0.06615	0.74953
1	8901	9100	0.50532	0.83991	0.06615	0.50006
1	8951	9150	0.50532	0.88185	0.06615	0.50006
1	9001	9200	0.50532	0.88185	0.06615	0.25039
1	9051	9250	0.49208	0.85153	0.75782	0.23927
1	9301	9500	0.19881	0.94017	0.57757	0.08838
1	9351	9550	0.24872	0.94017	0.50414	0.12532
1	9401	9600	0.24872	0.94017	0.50414	0.12532
1	9451	9650	0.17832	0.94017	0.70777	0.12532
1	10051	10250	0.16587	0.93795	0.94213	0.40332
1	10101	10300	0.24872	0.93014	0.94213	0.49993
1	10151	10350	0.24872	0.93014	0.94213	0.49993
1	10201	10400	0.1674	0.86885	0.24622	0.25039
1	10251	10450	0.1674	0.49667	0.24622	0.25039
1	10301	10500	0.53746	0.49667	0.24622	0.25039
1	10351	10550	0.50263	0.37512	0.24622	0.37483
1	10401	10600	0.69247	0.24677	0.24622	0.50006
1	10451	10650	0.94167	0.24677	0.24622	0.50006
1	10501	10700	0.94165	0.16489	0.50414	0.37483
1	10551	10750	0.94167	0.24677	0.50414	0.25039
1	10601	10800	0.94167	0.49667	0.50414	0.25039
1	10651	10850	0.93615	0.37512	0.75782	0.16699
1	10701	10900	0.93615	0.49667	0.75782	0.25039
1	10751	10950	0.9315	0.49667	0.75782	0.25039
1	10801	11000	0.50532	0.24677	0.84166	0.06732
1	10901	11100	0.50532	0.75625	0.75782	0.06736
1	10951	11150	0.50532	0.75625	0.75782	0.06736
1	11001	11200	0.88299	0.90703	0.50414	0.74953
1	11051	11250	0.50563	0.06807	0.50414	0.83289
1	11101	11300	0.50534	0.06613	0.50414	0.83289
1	11151	11350	0.50534	0.06603	0.07707	0.83289
1	11201	11400	0.50532	0.37557	0.07202	0.70032
1	11251	11450	0.06897	0.59317	0.07202	0.62526
1	11301	11500	0.06897	0.88894	0.50434	0.93252
1	11351	11550	0.06897	0.93329	0.94212	0.93252
1	11401	11600	0.49433	0.61985	0.94213	0.93255
1	11451	11650	0.22894	0.61985	0.94213	0.93256
1	11801	12000	0.08213	0.51453	0.64342	0.87043
1	11851	12050	0.10119	0.50308	0.50414	0.74953
1	11901	12100	0.10119	0.50308	0.94213	0.74953
1	11951	12150	0.42292	0.50308	0.94213	0.86781
1	12001	12200	0.49237	0.066	0.94213	0.86781
1	12051	12250	0.50444	0.5	0.94213	0.86781
1	12101	12300	0.50444	0.50267	0.88369	0.86781
1	12151	12350	0.50444	0.50267	0.88369	0.74953
1	12201	12400	0.88299	0.50308	0.90892	0.49993
1	12251	12450	0.88299	0.83991	0.90892	0.49993
1	12301	12500	0.69247	0.49667	0.90892	0.49993
1	12351	12550	0.49433	0.49667	0.76123	0.49993
1	12401	12600	0.49433	0.49667	0.49545	0.49993
1	12451	12650	0.49433	0.76294	0.06615	0.49993
1	12501	12700	0.75652	0.90703	0.06615	0.49993
1	12551	12750	0.29845	0.90703	0.06616	0.49993
1	12601	12800	0.29845	0.76294	0.06616	0.49993
1	12651	12850	0.29845	0.06599	0.24622	0.74953
1	12701	12900	0.29845	0.066	0.24622	0.37483
1	12751	12950	0.75652	0.06607	0.4988	0.37483
1	12801	13000	0.49433	0.06613	0.4988	0.37483
1	12851	13050	0.24872	0.94017	0.69199	0.16699
1	12901	13100	0.24872	0.94016	0.69199	0.49993
1	12951	13150	0.25897	0.94017	0.75782	0.49993
1	13301	13500	0.18126	0.07297	0.57757	0.44204
1	13351	13550	0.24872	0.23183	0.50414	0.92922
1	13401	13600	0.50532	0.23183	0.50414	0.92922
1	13451	13650	0.48755	0.40475	0.59404	0.93062
1	13651	13850	0.176	0.58615	0.67352	0.70321
1	13851	14050	0.06897	0.64886	0.94211	0.90162
1	13901	14100	0.06897	0.75625	0.94211	0.83289
1	13951	14150	0.06897	0.75625	0.94211	0.83289
1	14001	14200	0.06897	0.75625	0.94211	0.83289
1	14051	14250	0.75652	0.50308	0.75782	0.25039
1	14101	14300	0.75652	0.50308	0.75782	0.25039
1	14151	14350	0.06897	0.24677	0.49545	0.50006
1	14201	14400	0.06897	0.24677	0.49545	0.76807
1	14251	14450	0.50534	0.69392	0.16481	0.82561
1	14301	14500	0.50534	0.69392	0.16481	0.82561
1	14351	14550	0.94167	0.88185	0.24622	0.92875
1	14401	14600	0.94167	0.69392	0.24622	0.90893
1	14451	14650	0.50532	0.24677	0.24622	0.92637
1	14501	14700	0.49433	0.24677	0.24622	0.9316
1	14551	14750	0.49433	0.24677	0.24622	0.89954
1	14601	14800	0.49433	0.75625	0.16481	0.89954
1	14651	14850	0.49433	0.75625	0.24622	0.89954
1	14701	14900	0.75652	0.75625	0.24622	0.74953
1	14751	14950	0.75652	0.83991	0.24622	0.25039
1	14801	15000	0.75652	0.75625	0.50414	0.25039
1	14851	15050	0.75652	0.75625	0.50414	0.92115
1	14901	15100	0.50532	0.75625	0.50414	0.92115
1	14951	15150	0.50532	0.50308	0.50414	0.93099
1	15001	15200	0.49433	0.50308	0.50414	0.93099
1	15051	15250	0.53746	0.50308	0.24622	0.37483
1	15101	15300	0.53746	0.50308	0.24622	0.37483
1	15151	15350	0.53746	0.50308	0.24622	0.37483
1	15201	15400	0.61841	0.50308	0.06615	0.23202
1	15251	15450	0.24872	0.75625	0.06615	0.16699
1	15301	15500	0.24872	0.75625	0.06615	0.16699
1	15351	15550	0.24872	0.49667	0.06615	0.16699
1	15401	15600	0.24872	0.49667	0.50414	0.49993
1	15501	15700	0.50532	0.24677	0.75782	0.49993
1	15551	15750	0.50532	0.50308	0.942	0.49993
1	15601	15800	0.94164	0.75625	0.942	0.49993
1	15651	15850	0.94165	0.75625	0.94209	0.49993
1	15701	15900	0.94165	0.75625	0.94213	0.49993
1	15751	15950	0.94158	0.06599	0.94213	0.50006
1	15801	16000	0.61841	0.06599	0.94213	0.50006
1	15851	16050	0.49433	0.06599	0.94213	0.50006
1	15901	16100	0.4735	0.06599	0.3376	0.47043
1	16151	16350	0.06897	0.07182	0.30648	0.13712
1	16201	16400	0.06897	0.24677	0.24622	0.16699
1	16251	16450	0.06897	0.16489	0.24622	0.16699
1	16301	16500	0.49433	0.16489	0.24622	0.16699
1	16351	16550	0.24872	0.06602	0.75782	0.49993
1	16401	16600	0.24872	0.06602	0.75782	0.49993
1	16501	16700	0.90824	0.06602	0.75782	0.49993
1	16551	16750	0.90824	0.49667	0.06615	0.49993
1	16601	16800	0.90824	0.49667	0.06615	0.49993
1	16651	16850	0.90824	0.49667	0.06615	0.49993
1	16801	17000	0.50532	0.24677	0.50414	0.16699
1	16851	17050	0.50532	0.24677	0.50414	0.16699
1	16901	17100	0.49208	0.36253	0.49466	0.11621
1	17501	17700	0.19881	0.44911	0.49175	0.87892
1	17551	17750	0.24872	0.49667	0.49256	0.83289
1	17601	17800	0.24872	0.49667	0.49256	0.83289
1	17651	17850	0.24872	0.37512	0.42643	0.83289
1	17801	18000	0.50532	0.49908	0.50414	0.49993
1	17901	18100	0.94165	0.37741	0.50414	0.25039
1	17951	18150	0.94165	0.37741	0.50414	0.25039
1	18001	18200	0.94165	0.09842	0.50414	0.25039
1	18051	18250	0.94167	0.09842	0.58788	0.25039
1	18151	18350	0.76131	0.50308	0.58788	0.16699
1	18201	18400	0.76131	0.69392	0.5159	0.16699
1	18251	18450	0.24872	0.69392	0.49545	0.92875
1	18301	18500	0.49838	0.50155	0.49545	0.49993
1	18351	18550	0.61841	0.50155	0.49545	0.50022
1	18401	18600	0.61841	0.16489	0.75782	0.50022
1	18451	18650	0.61841	0.16489	0.50414	0.07022
1	18551	18750	0.50532	0.50308	0.24622	0.49993
1	18601	18800	0.50532	0.50308	0.24622	0.74953
1	18651	18850	0.50532	0.50308	0.24622	0.74953
1	18701	18900	0.50532	0.50308	0.24622	0.74953
1	18751	18950	0.75652	0.75625	0.24622	0.74953
1	18851	19050	0.75652	0.06615	0.24622	0.49993
1	18901	19100	0.8409	0.06599	0.86877	0.25039
1	18951	19150	0.37303	0.06599	0.93208	0.25039
1	19001	19200	0.37303	0.06599	0.93208	0.25039
1	19051	19250	0.37303	0.06599	0.89956	0.62526
1	19101	19300	0.1674	0.37512	0.49545	0.89954
1	19151	19350	0.06897	0.49667	0.49545	0.89954
1	19201	19400	0.06897	0.49667	0.49545	0.89954
1	19251	19450	0.06897	0.75625	0.50414	0.50002
1	19301	19500	0.06897	0.50308	0.49901	0.16699
1	19551	19750	0.93617	0.45412	0.50414	0.39174
1	19601	19800	0.88299	0.50308	0.50414	0.74953
1	19651	19850	0.88299	0.50308	0.50414	0.74953
1	19701	19900	0.75652	0.50308	0.06782	0.74953
1	19901	20100	0.52161	0.45412	0.28849	0.49958
1	19951	20150	0.50532	0.50308	0.50414	0.49993
1	20001	20200	0.50532	0.50308	0.50414	0.49993
1	20101	20300	0.75652	0.50308	0.16481	0.49993
1	20151	20350	0.75652	0.50308	0.16481	0.49993
1	20201	20400	0.75652	0.50308	0.16481	0.50006
1	20251	20450	0.77836	0.50308	0.21296	0.46488
1	20501	20700	0.80104	0.45412	0.67284	0.08951
1	20551	20750	0.75652	0.50308	0.75782	0.10033
1	20601	20800	0.75652	0.50308	0.75782	0.10033
1	20651	20850	0.75652	0.50308	0.75782	0.10033
1	20801	21000	0.50532	0.07867	0.16481	0.16699
1	20851	21050	0.24872	0.50313	0.30057	0.89046
1	20901	21100	0.12606	0.50313	0.30057	0.89046
1	20951	21150	0.22992	0.50313	0.37488	0.89046
1	21001	21200	0.94152	0.94017	0.49545	0.93249
1	21051	21250	0.94166	0.75625	0.50414	0.89526
1	21101	21300	0.94167	0.75625	0.75782	0.89526
1	21151	21350	0.94167	0.75625	0.75782	0.89526
1	21201	21400	0.93869	0.50308	0.94103	0.25039
1	21251	21450	0.06897	0.75625	0.94103	0.37483
1	21301	21500	0.06897	0.75625	0.94007	0.37483
1	21351	21550	0.06897	0.75625	0.94007	0.37483
1	21401	21600	0.06897	0.83991	0.50414	0.50006
1	21451	21650	0.37303	0.75625	0.50414	0.49993
1	21501	21700	0.37303	0.75625	0.50414	0.49993
1	21551	21750	0.37303	0.06599	0.50414	0.50006
1	21601	21800	0.24872	0.06599	0.84166	0.50006
1	21651	21850	0.16014	0.06599	0.94206	0.62526
1	21701	21900	0.16014	0.06599	0.94206	0.62526
1	21751	21950	0.16014	0.88185	0.94206	0.37483
1	21801	22000	0.16014	0.83991	0.94007	0.37483
1	21851	22050	0.50532	0.50308	0.24622	0.16699
1	21901	22100	0.46563	0.46399	0.16792	0.16167
1	22251	22450	0.06918	0.21896	0.1408	0.07172
1	22301	22500	0.50532	0.24677	0.06615	0.08564
1	22351	22550	0.94163	0.24677	0.06615	0.07732
1	22401	22600	0.94163	0.50308	0.06615	0.07732
1	22451	22650	0.94167	0.50308	0.06615	0.25039
1	22501	22700	0.94167	0.49667	0.84166	0.25039
1	22551	22750	0.24872	0.49667	0.75782	0.49993
1	22601	22800	0.24872	0.49667	0.75782	0.49993
1	22651	22850	0.24872	0.49667	0.94213	0.49993
1	22701	22900	0.50532	0.50308	0.94213	0.49993
1	22751	22950	0.50532	0.50308	0.94213	0.49993
1	22801	23000	0.24872	0.16489	0.94213	0.49993
1	22851	23050	0.1674	0.16489	0.50414	0.25039
1	22901	23100	0.1674	0.16489	0.50414	0.25039
1	22951	23150	0.12606	0.12338	0.24622	0.25039
1	23001	23200	0.07463	0.16489	0.30057	0.25039
1	23051	23250	0.0795	0.16489	0.30057	0.49993
1	23101	23300	0.0795	0.16489	0.30057	0.49993
1	23151	23350	0.08837	0.93818	0.46135	0.25039
1	23201	23400	0.50532	0.93993	0.76123	0.25039
1	23251	23450	0.50532	0.94004	0.56608	0.93257
1	23301	23500	0.50532	0.94004	0.56608	0.93257
1	23351	23550	0.50532	0.75625	0.69199	0.93257
1	23401	23600	0.50532	0.75625	0.24622	0.93257
1	23451	23650	0.94167	0.50308	0.50414	0.49993
1	23501	23700	0.94167	0.50308	0.50414	0.93253
1	23551	23750	0.94167	0.50308	0.50414	0.93253
1	23601	23800	0.94167	0.50308	0.24622	0.93225
1	23651	23850	0.1674	0.24677	0.12335	0.93022
1	23701	23900	0.1674	0.24677	0.12335	0.16699
1	23751	23950	0.24872	0.89888	0.08389	0.16699
1	23801	24000	0.50532	0.93475	0.09842	0.25039
1	23851	24050	0.50532	0.93725	0.06622	0.49993
1	23901	24100	0.50532	0.93725	0.06663	0.49993
1	23951	24150	0.50532	0.49667	0.06782	0.50006
1	24001	24200	0.24872	0.61985	0.06782	0.50006
1	24051	24250	0.07199	0.61985	0.75782	0.50002
1	24101	24300	0.07058	0.07283	0.50414	0.50002
1	24151	24350	0.08051	0.11324	0.50414	0.37483
1	24201	24400	0.0902	0.07283	0.24622	0.29977
1	24251	24450	0.69247	0.06599	0.24622	0.37483
1	24301	24500	0.88299	0.066	0.94181	0.50002
1	24351	24550	0.8409	0.06599	0.93943	0.50002
1	24401	24600	0.07229	0.06599	0.94181	0.62526
1	24451	24650	0.069	0.50308	0.94181	0.50006
1	24501	24700	0.06921	0.49667	0.06704	0.25039
1	24551	24750	0.06921	0.61985	0.06782	0.13218
1	24601	24800	0.94167	0.61985	0.06615	0.31272
1	24651	24850	0.94167	0.61985	0.06615	0.31272
1	24701	24900	0.50563	0.75625	0.06631	0.24586
1	24751	24950	0.50534	0.30071	0.06631	0.82561
1	24801	25000	0.50516	0.42611	0.16481	0.57751
1	24851	25050	0.50516	0.42611	0.16481	0.57751
1	24901	25100	0.93447	0.42611	0.16481	0.76807
1	24951	25150	0.94007	0.49667	0.16481	0.25039
1	25001	25200	0.61841	0.50308	0.50414	0.49993
1	25051	25250	0.61841	0.50308	0.50414	0.49993
1	25101	25300	0.61841	0.24677	0.50414	0.74953
1	25151	25350	0.69247	0.06919	0.49545	0.50006
1	25201	25400	0.75652	0.06919	0.49545	0.50006
1	25251	25450	0.49433	0.06919	0.49545	0.50006
1	25301	25500	0.49433	0.07196	0.49545	0.25039
1	25351	25550	0.24872	0.75625	0.50414	0.49993
1	25401	25600	0.24872	0.75625	0.50414	0.49993
1	25451	25650	0.06897	0.86885	0.50414	0.49993
1	25501	25700	0.06897	0.94017	0.75782	0.93257
1	25551	25750	0.06897	0.94017	0.75782	0.93257
1	25601	25800	0.06897	0.94017	0.75782	0.93257
1	25651	25850	0.75652	0.94017	0.75782	0.93257
1	25701	25900	0.29845	0.75625	0.75782	0.93257
1	25751	25950	0.17229	0.75625	0.94213	0.49993
1	25801	26000	0.0867	0.75625	0.94213	0.49993
1	25851	26050	0.0867	0.50308	0.94213	0.49993
1	25901	26100	0.29845	0.9218	0.94213	0.49993
1	25951	26150	0.49433	0.89888	0.6144	0.49994
1	26001	26200	0.49433	0.89888	0.55696	0.49994
1	26051	26250	0.49433	0.89888	0.50577	0.49994
1	26101	26300	0.24872	0.49908	0.46135	0.06965
1	26151	26350	0.24872	0.24677	0.61824	0.37483
1	26201	26400	0.06897	0.94017	0.50414	0.37483
1	26251	26450	0.06897	0.94017	0.94213	0.50002
1	26301	26500	0.06897	0.94017	0.94213	0.50006
1	26351	26550	0.50434	0.94017	0.94213	0.29977
1	26401	26600	0.94081	0.94017	0.94213	0.29977
1	26451	26650	0.94081	0.83991	0.94213	0.12532
1	26501	26700	0.94142	0.94017	0.88369	0.07732
1	26551	26750	0.76131	0.94017	0.84166	0.06729
1	26601	26800	0.69247	0.94017	0.37488	0.06729
1	26651	26850	0.69247	0.94017	0.37488	0.06729
1	26701	26900	0.93957	0.51133	0.37488	0.06729
1	26751	26950	0.92448	0.4917	0.31383	0.50006
1	26801	27000	0.92448	0.82342	0.17275	0.25039
1	26851	27050	0.93227	0.82342	0.17275	0.25039
1	26901	27100	0.49838	0.82342	0.17275	0.49993
1	26951	27150	0.75652	0.9218	0.94007	0.93244
1	27001	27200	0.75652	0.16489	0.942	0.93205
1	27051	27250	0.50532	0.16489	0.942	0.91778
1	27101	27300	0.50532	0.30071	0.942	0.91778
1	27151	27350	0.50532	0.30071	0.75782	0.45804
1	27201	27400	0.50532	0.93329	0.50414	0.06729
1	27251	27450	0.50532	0.93329	0.50414	0.06729
1	27301	27500	0.49433	0.9386	0.50414	0.06729
1	27351	27550	0.49433	0.92749	0.24622	0.06729
1	27401	27600	0.49433	0.24677	0.24622	0.25039
1	27451	27650	0.49433	0.49667	0.4988	0.25039
1	27501	27700	0.50532	0.49908	0.4988	0.25039
1	27551	27750	0.94167	0.53742	0.61824	0.08564
1	27601	27800	0.94167	0.53742	0.61824	0.08564
1	27651	27850	0.94167	0.49908	0.50414	0.08564
1	27701	27900	0.94167	0.37512	0.50414	0.17444
1	27751	27950	0.8409	0.49667	0.75782	0.37483
1	27801	28000	0.61841	0.49667	0.88369	0.50002
1	27851	28050	0.10728	0.49667	0.56608	0.09103
1	27901	28100	0.43455	0.75625	0.56608	0.07064
1	27951	28150	0.2494	0.50308	0.53643	0.07874
1	28001	28200	0.2494	0.50308	0.4988	0.06813
1	28051	28250	0.69247	0.50308	0.75782	0.25039
1	28101	28300	0.37303	0.16489	0.23147	0.50006
1	28151	28350	0.10411	0.49908	0.23147	0.37483
1	28201	28400	0.13072	0.49908	0.09842	0.50006
1	28251	28450	0.13072	0.49908	0.08389	0.50006
1	28301	28500	0.0867	0.83991	0.24622	0.25039
1	28351	28550	0.50532	0.50308	0.24622	0.49993
1	28401	28600	0.50532	0.50308	0.24622	0.49993
1	28451	28650	0.75652	0.50308	0.50414	0.74953
1	28501	28700	0.75652	0.50308	0.84166	0.83289
1	28551	28750	0.75652	0.50308	0.84166	0.83289
1	28601	28800	0.75652	0.50308	0.84166	0.87455
1	28651	28850	0.88299	0.09842	0.37725	0.83289
1	28701	28900	0.88299	0.09842	0.08389	0.74953
1	28751	28950	0.90824	0.23183	0.17275	0.74953
1	28801	29000	0.92843	0.23183	0.17275	0.49993
1	28851	29050	0.8989	0.75625	0.88369	0.49993
1	28901	29100	0.8989	0.75625	0.88369	0.49993
1	28951	29150	0.86818	0.50308	0.84166	0.49993
1	29001	29200	0.75652	0.50308	0.84166	0.49993
1	29051	29250	0.22992	0.50308	0.24622	0.25039
1	29101	29300	0.22992	0.50308	0.06622	0.50006
1	29151	29350	0.50444	0.50308	0.06622	0.50006
1	29201	29400	0.50506	0.37512	0.06973	0.0684
1	29251	29450	0.60911	0.37512	0.11239	0.0754
1	29301	29500	0.60911	0.46088	0.90892	0.06797
1	29351	29550	0.49838	0.46088	0.92372	0.06797
1	29401	29600	0.49433	0.49667	0.88369	0.37441
1	29451	29650	0.50532	0.49667	0.46135	0.23202
1	29501	29700	0.24872	0.50308	0.30057	0.25039
1	29551	29750	0.49433	0.50308	0.09842	0.25039
1	29601	29800	0.49433	0.50308	0.09842	0.25039
1	29651	29850	0.76131	0.50308	0.24622	0.25039
1	29701	29900	0.90824	0.50308	0.24622	0.49993
1	29751	29950	0.88299	0.24677	0.50414	0.49993
1	29801	30000	0.90824	0.49667	0.94213	0.49993
1	29851	30050	0.49433	0.61985	0.94213	0.93257
1	29901	30100	0.06899	0.61985	0.94213	0.93257
1	29951	30150	0.06899	0.83991	0.9421	0.93257
1	30001	30200	0.06899	0.50308	0.0689	0.93257
1	30051	30250	0.06899	0.50308	0.0689	0.49993
