seqnames	start	end	WT_rep1	WT_rep2	mutant1_rep1	mutant1_rep2
1	5351	5550	0.59812	0.50456	0.49543	0.83066
1	5401	5600	0.59321	0.51922	0.4954	0.83051
1	5451	5650	0.48724	0.52818	0.5614	0.49432
1	5501	5700	0.46676	0.50678	0.80645	0.35525
1	5551	5750	0.35915	0.78659	0.81812	0.15742
1	5601	5800	0.22299	0.81654	0.80081	0.15747
1	5651	5850	0.41619	0.78227	0.81961	0.16363
1	5701	5900	0.50088	0.83414	0.50624	0.15753
1	5751	5950	0.79282	0.59935	0.49536	0.15753
1	5801	6000	0.82056	0.47924	0.49536	0.15742
1	5851	6050	0.71948	0.39622	0.49536	0.15742
1	5901	6100	0.83589	0.21201	0.49537	0.15742
1	5951	6150	0.83589	0.26621	0.81683	0.15742
1	6001	6200	0.83589	0.83669	0.81981	0.49492
1	6051	6250	0.83589	0.83669	0.81981	0.49263
1	6101	6300	0.49835	0.83669	0.49535	0.55605
1	6151	6350	0.49137	0.83669	0.49536	0.47389
1	6201	6400	0.49074	0.83669	0.49536	0.16274
1	6251	6450	0.24446	0.18843	0.49536	0.15791
1	6301	6500	0.40449	0.24087	0.81981	0.15742
1	6351	6550	0.4313	0.40152	0.81981	0.49432
1	6401	6600	0.15618	0.17422	0.48851	0.82799
1	6451	6650	0.15618	0.44639	0.17091	0.49416
1	6501	6700	0.15618	0.33542	0.17092	0.49416
1	6551	6750	0.15618	0.42063	0.17091	0.1831
1	6601	6800	0.49604	0.54011	0.17091	0.15744
1	6651	6850	0.49605	0.83577	0.17092	0.40275
1	6701	6900	0.83589	0.8365	0.17116	0.55695
1	6751	6950	0.83589	0.83669	0.17095	0.64566
1	6801	7000	0.17657	0.83669	0.17091	0.55695
1	6851	7050	0.1562	0.83668	0.17091	0.83064
1	6901	7100	0.15619	0.83659	0.17159	0.83007
1	6951	7150	0.15619	0.63054	0.17094	0.82844
1	7001	7200	0.49074	0.17242	0.49545	0.83041
1	7051	7250	0.42119	0.17242	0.72276	0.51876
1	7101	7300	0.49793	0.17242	0.52798	0.83002
1	7151	7350	0.49679	0.17242	0.81981	0.83086
1	7201	7400	0.43867	0.17246	0.81981	0.83057
1	7251	7450	0.49885	0.50457	0.81978	0.49366
1	7301	7500	0.51804	0.50475	0.81958	0.29691
1	7351	7550	0.50088	0.83667	0.17369	0.42154
1	7401	7600	0.83472	0.50798	0.51161	0.25661
1	7451	7650	0.83376	0.50456	0.49536	0.49542
1	7501	7700	0.83376	0.50456	0.50185	0.49425
1	7551	7750	0.83575	0.50456	0.52339	0.15916
1	7601	7800	0.79282	0.24087	0.49536	0.19501
1	7651	7850	0.79282	0.46035	0.49524	0.3842
1	7701	7900	0.83589	0.83669	0.17091	0.83086
1	7751	7950	0.50235	0.83669	0.17091	0.8309
1	7801	8000	0.49604	0.83669	0.48633	0.8309
1	7851	8050	0.49604	0.83669	0.49542	0.8309
1	7901	8100	0.15618	0.73681	0.49536	0.8309
1	7951	8150	0.15618	0.60262	0.49536	0.8309
1	8001	8200	0.15619	0.50152	0.49536	0.8309
1	8051	8250	0.15618	0.17242	0.3449	0.8309
1	8101	8300	0.15619	0.50412	0.27313	0.4769
1	8151	8350	0.16615	0.50455	0.49795	0.50242
1	8201	8400	0.49399	0.83417	0.49016	0.82765
1	8251	8450	0.67701	0.83638	0.49536	0.82188
1	8301	8500	0.81674	0.54011	0.49536	0.17283
1	8351	8550	0.83589	0.47924	0.48565	0.15743
1	8401	8600	0.83586	0.60106	0.81613	0.18912
1	8451	8650	0.83589	0.80159	0.44205	0.17962
1	8501	8700	0.83589	0.823	0.53893	0.49352
1	8551	8750	0.83589	0.17931	0.81962	0.49416
1	8601	8800	0.83589	0.18376	0.81928	0.49416
1	8651	8850	0.83589	0.17242	0.74594	0.80972
1	8701	8900	0.83589	0.5045	0.80081	0.8309
1	8751	8950	0.83589	0.50619	0.4869	0.8309
1	8801	9000	0.83577	0.50554	0.49149	0.8309
1	8851	9050	0.49605	0.83545	0.81013	0.53591
1	8901	9100	0.49604	0.39825	0.77933	0.50874
1	9051	9250	0.4958	0.73681	0.29379	0.55695
1	9101	9300	0.49604	0.757	0.49536	0.64338
1	9151	9350	0.83589	0.83669	0.49536	0.60176
1	9201	9400	0.83589	0.83668	0.49536	0.15823
1	9251	9450	0.83589	0.67985	0.49539	0.15833
1	9301	9500	0.83589	0.83655	0.81931	0.15743
1	9351	9550	0.44206	0.83049	0.49789	0.15742
1	9401	9600	0.3775	0.37811	0.49447	0.15847
1	9451	9650	0.20924	0.33234	0.81981	0.15772
1	9501	9700	0.83455	0.17242	0.81949	0.15824
1	9551	9750	0.83589	0.19094	0.81981	0.50002
1	9601	9800	0.83589	0.5046	0.81924	0.17059
1	9651	9850	0.83589	0.50458	0.81822	0.45251
1	9701	9900	0.83589	0.50456	0.81822	0.3994
1	9751	9950	0.34581	0.26776	0.78866	0.30847
1	9801	10000	0.34581	0.17242	0.81981	0.49283
1	9851	10050	0.33531	0.17242	0.17107	0.15742
1	9901	10100	0.15622	0.17243	0.17091	0.15742
1	9951	10150	0.17254	0.4997	0.49536	0.15742
1	10001	10200	0.49604	0.50394	0.49536	0.15742
1	10051	10250	0.49604	0.5045	0.49536	0.49374
1	10101	10300	0.49596	0.50473	0.49536	0.49403
1	10151	10350	0.49604	0.83158	0.49492	0.8309
1	10201	10400	0.15626	0.83669	0.49511	0.83012
1	10251	10450	0.15669	0.50657	0.80879	0.49315
1	10301	10500	0.8001	0.5047	0.68899	0.4845
1	10351	10550	0.83589	0.50456	0.68899	0.15744
1	10401	10600	0.83589	0.17242	0.75785	0.15744
1	10451	10650	0.83589	0.17253	0.77691	0.8309
1	10501	10700	0.49605	0.17249	0.1737	0.8309
1	10551	10750	0.49093	0.17406	0.20783	0.49422
1	10601	10800	0.52782	0.4671	0.49519	0.49447
1	10651	10850	0.83589	0.18063	0.17783	0.49416
1	10701	10900	0.83589	0.20901	0.81981	0.49416
1	10751	10950	0.83589	0.17243	0.81977	0.15942
1	10801	11000	0.83589	0.17242	0.54553	0.15742
1	10851	11050	0.55728	0.17263	0.56821	0.15742
1	10901	11100	0.51977	0.17249	0.49143	0.15742
1	10951	11150	0.50871	0.23834	0.48702	0.15823
1	11001	11200	0.83019	0.50621	0.26812	0.59829
1	11051	11250	0.83556	0.67985	0.17103	0.83089
1	11101	11300	0.6814	0.56014	0.17094	0.8309
1	11151	11350	0.50359	0.66366	0.17301	0.49416
1	11201	11400	0.49945	0.46382	0.17942	0.49416
1	11251	11450	0.47806	0.50454	0.19766	0.15742
1	11301	11500	0.49588	0.83473	0.49625	0.15742
1	11351	11550	0.49604	0.82796	0.49535	0.8309
1	11401	11600	0.49638	0.83669	0.81945	0.8309
1	11451	11650	0.83589	0.83669	0.81981	0.8309
1	11501	11700	0.83346	0.83623	0.81981	0.8309
1	11551	11750	0.71541	0.83654	0.81981	0.83002
1	11601	11800	0.1565	0.83654	0.62546	0.8309
1	11651	11850	0.66148	0.54011	0.51161	0.49416
1	11701	11900	0.49611	0.51753	0.8198	0.65123
1	11751	11950	0.49604	0.83632	0.81981	0.49416
1	11801	12000	0.49604	0.83669	0.81981	0.49416
1	11851	12050	0.49598	0.83669	0.81981	0.61805
1	11901	12100	0.15618	0.83669	0.49621	0.49416
1	11951	12150	0.50023	0.8354	0.17351	0.5145
1	12001	12200	0.49537	0.50456	0.49482	0.74872
1	12051	12250	0.25284	0.45737	0.17833	0.81059
1	12101	12300	0.40113	0.50456	0.49536	0.49414
1	12151	12350	0.16459	0.50444	0.81981	0.49415
1	12201	12400	0.25811	0.50461	0.81981	0.49416
1	12251	12450	0.15618	0.33147	0.81981	0.49537
1	12301	12500	0.15619	0.4671	0.81981	0.8309
1	12351	12550	0.49604	0.64749	0.81981	0.8309
1	12401	12600	0.49604	0.50444	0.81843	0.8309
1	12451	12650	0.7966	0.50396	0.49535	0.8309
1	12501	12700	0.64823	0.17244	0.49538	0.49447
1	12551	12750	0.31273	0.50456	0.49537	0.49416
1	12601	12800	0.52496	0.50456	0.81254	0.49416
1	12651	12850	0.83448	0.50456	0.81981	0.49416
1	12701	12900	0.83581	0.80249	0.81981	0.49416
1	12751	12950	0.82871	0.83669	0.81981	0.49506
1	12801	13000	0.49604	0.83669	0.81981	0.49335
1	12851	13050	0.49604	0.83669	0.49541	0.35254
1	12901	13100	0.49604	0.83669	0.53176	0.42433
1	12951	13150	0.49604	0.50457	0.49537	0.48888
1	13001	13200	0.75401	0.50458	0.17093	0.15742
1	13051	13250	0.49605	0.63955	0.37272	0.49423
1	13101	13300	0.15622	0.51882	0.78764	0.59605
1	13151	13350	0.1564	0.83659	0.8198	0.5115
1	13201	13400	0.48524	0.17325	0.81974	0.49416
1	13251	13450	0.58283	0.27776	0.81981	0.15742
1	13301	13500	0.71342	0.17938	0.68899	0.15742
1	13351	13550	0.71342	0.17242	0.60896	0.15742
1	13401	13600	0.79558	0.83057	0.81013	0.83088
1	13451	13650	0.15621	0.83444	0.35572	0.83088
1	13501	13700	0.49604	0.83669	0.77773	0.8308
1	13551	13750	0.49604	0.83669	0.77691	0.8283
1	13601	13800	0.49604	0.56423	0.77773	0.15806
1	13651	13850	0.83587	0.53589	0.81376	0.15763
1	13701	13900	0.43867	0.76109	0.69194	0.15806
1	13751	13950	0.35633	0.51001	0.78329	0.15755
1	14001	14200	0.52775	0.17242	0.24789	0.45667
1	14051	14250	0.44593	0.50303	0.21022	0.15742
1	14101	14300	0.53508	0.50455	0.17091	0.55695
1	14151	14350	0.79476	0.82552	0.17091	0.55695
1	14201	14400	0.82773	0.81681	0.54497	0.60223
1	14251	14450	0.83513	0.49611	0.81974	0.47208
1	14701	14900	0.49604	0.83669	0.51665	0.16283
1	14751	14950	0.76479	0.50456	0.57376	0.19159
1	14801	15000	0.83589	0.17242	0.68899	0.3245
1	14851	15050	0.83589	0.17242	0.57288	0.36688
1	14901	15100	0.83589	0.17242	0.80992	0.68977
1	14951	15150	0.82974	0.22594	0.8197	0.70048
1	15301	15500	0.15618	0.8316	0.81981	0.80493
1	15751	15950	0.48104	0.59552	0.43115	0.8309
1	15801	16000	0.49456	0.81248	0.35281	0.8309
1	15851	16050	0.83589	0.81018	0.81981	0.8309
1	15901	16100	0.83589	0.64431	0.81981	0.49467
1	15951	16150	0.83589	0.17242	0.8198	0.49443
1	16001	16200	0.83589	0.17242	0.81981	0.22857
1	16051	16250	0.83587	0.17242	0.17459	0.26132
1	16101	16300	0.74564	0.17242	0.18888	0.22951
1	16251	16450	0.15619	0.60106	0.30806	0.1788
1	16301	16500	0.15621	0.49986	0.61858	0.23779
1	16351	16550	0.83297	0.46384	0.50416	0.15849
1	16401	16600	0.80406	0.67985	0.49536	0.15746
1	16451	16650	0.83589	0.83668	0.49536	0.15754
1	16501	16700	0.83575	0.83669	0.17091	0.16545
1	16551	16750	0.80552	0.50456	0.17092	0.46103
1	16601	16800	0.83499	0.50456	0.31617	0.412
1	16651	16850	0.49364	0.17243	0.21805	0.28246
1	16701	16900	0.49553	0.17243	0.39507	0.40502
1	16751	16950	0.15618	0.49897	0.454	0.30643
1	16801	17000	0.15618	0.49897	0.42939	0.44538
1	16851	17050	0.18231	0.49902	0.39507	0.50002
1	16901	17100	0.1648	0.28624	0.77345	0.45614
1	18001	18200	0.83589	0.173	0.81981	0.8309
1	18051	18250	0.83589	0.80456	0.81981	0.8309
1	18101	18300	0.83589	0.82976	0.81981	0.83072
1	18151	18350	0.83526	0.82976	0.66228	0.83086
1	18201	18400	0.77454	0.45875	0.73804	0.50182
1	18251	18450	0.77454	0.17254	0.17115	0.49416
1	18301	18500	0.59812	0.19638	0.49537	0.64566
1	18351	18550	0.61572	0.1793	0.49536	0.83089
1	18851	19050	0.50103	0.17242	0.50204	0.15903
1	18901	19100	0.53312	0.17242	0.64471	0.15792
1	18951	19150	0.83589	0.59381	0.55974	0.55055
1	19001	19200	0.83589	0.54154	0.80442	0.81121
1	19051	19250	0.83589	0.73401	0.79508	0.81954
1	19101	19300	0.83589	0.49897	0.64999	0.49432
1	19151	19350	0.83533	0.4621	0.60751	0.1575
1	19201	19400	0.49633	0.27967	0.49536	0.15743
1	19251	19450	0.49686	0.50456	0.49536	0.15742
1	19301	19500	0.49991	0.50456	0.49536	0.15742
1	19351	19550	0.52938	0.50556	0.49536	0.15743
1	19401	19600	0.49604	0.50462	0.7946	0.18752
1	19551	19750	0.15618	0.52592	0.41619	0.82966
1	19601	19800	0.49604	0.17242	0.72858	0.59438
1	19651	19850	0.49605	0.17242	0.63958	0.5202
1	19701	19900	0.83589	0.17242	0.68022	0.45371
1	19751	19950	0.83589	0.17243	0.79014	0.15758
1	19801	20000	0.48878	0.50451	0.81552	0.15742
1	19851	20050	0.40449	0.50448	0.81758	0.15742
1	19901	20100	0.15618	0.50456	0.81981	0.15742
1	19951	20150	0.15618	0.44203	0.81981	0.15747
1	20001	20200	0.15618	0.80159	0.81981	0.15743
1	20051	20250	0.15619	0.83659	0.81981	0.15743
1	20101	20300	0.83589	0.83666	0.81981	0.15742
1	20201	20400	0.83589	0.51262	0.81981	0.83089
1	20251	20450	0.83589	0.50456	0.81945	0.8309
1	20301	20500	0.81674	0.50456	0.81973	0.8309
1	20351	20550	0.83545	0.50441	0.81981	0.8309
1	20451	20650	0.83588	0.83669	0.81981	0.8309
1	20501	20700	0.83589	0.83669	0.81981	0.83089
1	20551	20750	0.83589	0.83669	0.81981	0.83089
1	20601	20800	0.83589	0.83669	0.81981	0.7974
1	20651	20850	0.83589	0.83668	0.23551	0.1575
1	20751	20950	0.49601	0.83665	0.26895	0.15824
1	20801	21000	0.49607	0.83669	0.17097	0.22189
1	20851	21050	0.4961	0.83669	0.17092	0.805
1	20901	21100	0.15618	0.78721	0.17092	0.43261
1	20951	21150	0.15619	0.83544	0.17093	0.41074
1	21001	21200	0.15619	0.49885	0.22097	0.37487
1	21051	21250	0.15619	0.4893	0.54665	0.1839
1	21101	21300	0.46297	0.83391	0.49734	0.39431
1	21151	21350	0.56314	0.83211	0.49924	0.41925
1	21201	21400	0.83589	0.83667	0.64848	0.76731
1	21251	21450	0.83589	0.8366	0.79301	0.83083
1	21301	21500	0.83589	0.55614	0.74846	0.8309
1	21351	21550	0.83589	0.27967	0.63424	0.8309
1	21401	21600	0.48542	0.24349	0.56622	0.72338
1	21451	21650	0.23554	0.20461	0.196	0.48575
1	21501	21700	0.1746	0.1853	0.17097	0.16912
1	21551	21750	0.15618	0.4621	0.49536	0.25267
1	21601	21800	0.15618	0.36591	0.49536	0.17587
1	21651	21850	0.15619	0.36058	0.81981	0.22108
1	21901	22100	0.83589	0.83669	0.17091	0.49388
1	21951	22150	0.83589	0.83669	0.22097	0.15742
1	22001	22200	0.83514	0.76109	0.24574	0.15742
1	22051	22250	0.49368	0.83648	0.28841	0.47106
1	22101	22300	0.15618	0.82907	0.4982	0.62795
1	22151	22350	0.15618	0.8146	0.4982	0.50755
1	22201	22400	0.15618	0.77765	0.49734	0.8309
1	22251	22450	0.49564	0.2669	0.17091	0.8309
1	22301	22500	0.53714	0.30654	0.17091	0.7459
1	22351	22550	0.69448	0.35459	0.49536	0.7459
1	22401	22600	0.69448	0.58395	0.49536	0.77719
1	22451	22650	0.1572	0.58395	0.81981	0.83059
1	22501	22700	0.15624	0.21529	0.485	0.75745
1	22551	22750	0.49604	0.49929	0.17091	0.8302
1	22601	22800	0.49963	0.47673	0.17091	0.49574
1	22651	22850	0.83589	0.46083	0.17091	0.49516
1	22951	23150	0.45461	0.82087	0.81966	0.76284
1	23001	23200	0.82511	0.50102	0.81981	0.47176
1	23051	23250	0.82989	0.53589	0.81981	0.39314
1	23101	23300	0.496	0.17242	0.49722	0.49403
1	23151	23350	0.496	0.17242	0.52965	0.49416
1	23201	23400	0.15618	0.17242	0.48747	0.54545
1	23251	23450	0.15618	0.17242	0.39846	0.49415
1	23301	23500	0.49604	0.83669	0.8198	0.49416
1	23351	23550	0.49604	0.83669	0.49536	0.49357
1	23401	23600	0.51337	0.5056	0.49535	0.49405
1	23451	23650	0.49604	0.83033	0.1713	0.49416
1	23501	23700	0.15625	0.50453	0.17091	0.15742
1	23551	23750	0.15619	0.50453	0.49536	0.31124
1	23601	23800	0.49598	0.4621	0.49536	0.1575
1	23651	23850	0.78202	0.17256	0.77822	0.15753
1	23701	23900	0.54208	0.17242	0.81981	0.15742
1	23751	23950	0.8354	0.17242	0.49537	0.15742
1	23801	24000	0.4967	0.17242	0.49474	0.15742
1	23851	24050	0.48687	0.17242	0.49536	0.15742
1	23901	24100	0.50871	0.17242	0.17091	0.15748
1	23951	24150	0.46524	0.50456	0.17091	0.15742
1	24001	24200	0.51804	0.50456	0.39871	0.15742
1	24051	24250	0.46676	0.50456	0.19013	0.49416
1	24101	24300	0.49994	0.51653	0.26334	0.49417
1	24151	24350	0.77266	0.50452	0.41223	0.52945
1	24201	24400	0.73629	0.49947	0.37272	0.50182
1	24251	24450	0.68357	0.28315	0.48259	0.83089
1	24301	24500	0.49399	0.83669	0.31617	0.47569
1	24351	24550	0.49399	0.83669	0.19013	0.44002
1	24401	24600	0.6007	0.83669	0.45867	0.15742
1	24451	24650	0.83462	0.83664	0.60751	0.15742
1	24501	24700	0.83589	0.50456	0.17301	0.19285
1	24551	24750	0.83589	0.50456	0.17652	0.16139
1	24601	24800	0.83589	0.5046	0.17091	0.66351
1	24651	24850	0.79751	0.50456	0.17091	0.49417
1	24701	24900	0.65708	0.50456	0.17091	0.15758
1	24751	24950	0.65046	0.50481	0.17091	0.15772
1	24801	25000	0.4958	0.50456	0.20334	0.15758
1	24851	25050	0.49602	0.82458	0.18209	0.36688
1	24901	25100	0.15939	0.54198	0.32177	0.60223
1	24951	25150	0.15939	0.49135	0.4032	0.59829
1	25001	25200	0.15618	0.50422	0.79355	0.72338
1	25051	25250	0.15618	0.83663	0.62895	0.82858
1	25101	25300	0.15618	0.83667	0.51161	0.8309
1	25151	25350	0.15618	0.83668	0.52194	0.8309
1	25201	25400	0.1562	0.83669	0.81981	0.8309
1	25251	25450	0.15619	0.83663	0.81981	0.83041
1	25301	25500	0.15696	0.83669	0.81981	0.33479
1	25351	25550	0.15665	0.83652	0.81981	0.15742
1	25401	25600	0.60018	0.50657	0.81827	0.15742
1	25451	25650	0.49793	0.83669	0.81894	0.15742
1	25501	25700	0.18593	0.83669	0.8195	0.15742
1	25551	25750	0.15622	0.83669	0.81981	0.77349
1	25601	25800	0.15619	0.83669	0.81981	0.49416
1	25651	25850	0.1562	0.83644	0.81981	0.41963
1	25701	25900	0.15687	0.83669	0.81981	0.15921
1	25751	25950	0.15665	0.83669	0.81981	0.15742
1	25801	26000	0.15836	0.50458	0.81542	0.15742
1	25851	26050	0.15733	0.64419	0.8198	0.15747
1	25901	26100	0.15733	0.45694	0.49536	0.26443
1	25951	26150	0.41619	0.50476	0.49536	0.47829
1	26001	26200	0.15618	0.74545	0.49536	0.83089
1	26051	26250	0.15618	0.50823	0.49536	0.8309
1	26101	26300	0.15618	0.50566	0.18209	0.8309
1	26151	26350	0.15618	0.50456	0.17515	0.83089
1	26201	26400	0.79558	0.83638	0.4938	0.53896
1	26251	26450	0.53676	0.50456	0.49264	0.64928
1	26301	26500	0.49725	0.50456	0.49551	0.68805
1	26351	26550	0.15643	0.2468	0.81621	0.82188
1	26401	26600	0.1562	0.17242	0.69153	0.82959
1	26451	26650	0.15622	0.17242	0.7954	0.69138
1	26501	26700	0.15618	0.17249	0.17096	0.82959
1	26551	26750	0.15618	0.17242	0.17091	0.82858
1	26601	26800	0.15618	0.17273	0.17091	0.82442
1	26651	26850	0.48187	0.17275	0.17091	0.82815
1	26701	26900	0.83061	0.17243	0.17091	0.63428
1	26751	26950	0.83588	0.67421	0.17091	0.49467
1	26801	27000	0.83589	0.83172	0.17091	0.49681
1	26851	27050	0.83578	0.83639	0.17091	0.49293
1	26901	27100	0.83589	0.83646	0.17091	0.15742
1	26951	27150	0.83588	0.50387	0.17093	0.15742
1	27001	27200	0.83571	0.27289	0.17097	0.15742
1	27051	27250	0.49604	0.40152	0.17098	0.15742
1	27101	27300	0.15619	0.40152	0.43913	0.49416
1	27151	27350	0.49604	0.56609	0.42951	0.16004
1	27201	27400	0.49604	0.83627	0.50197	0.4941
1	27251	27450	0.49604	0.83655	0.8198	0.49416
1	27301	27500	0.49604	0.83669	0.81946	0.49415
1	27351	27550	0.49604	0.83669	0.8198	0.75812
1	27401	27600	0.41154	0.83669	0.81947	0.82746
1	27451	27650	0.49725	0.83669	0.81306	0.15744
1	27501	27700	0.15621	0.83669	0.49538	0.15758
1	27551	27750	0.49604	0.83669	0.49611	0.15768
1	27601	27800	0.49604	0.23161	0.49581	0.15743
1	27651	27850	0.49604	0.17716	0.49535	0.15742
1	27701	27900	0.83589	0.18102	0.42472	0.15742
1	27751	27950	0.16761	0.17242	0.30482	0.1575
1	27801	28000	0.34581	0.17299	0.48422	0.15804
1	27851	28050	0.3775	0.17242	0.37809	0.8309
1	27901	28100	0.49358	0.50455	0.45867	0.8309
1	27951	28150	0.57787	0.50456	0.37272	0.8309
1	28001	28200	0.49827	0.50456	0.49686	0.8309
1	28051	28250	0.50359	0.83669	0.49453	0.8309
1	28101	28300	0.15785	0.83669	0.81981	0.8309
1	28151	28350	0.15619	0.83668	0.81822	0.8309
1	28201	28400	0.15631	0.83577	0.52339	0.8309
1	28251	28450	0.15631	0.65554	0.81981	0.8309
1	28301	28500	0.50088	0.56609	0.49565	0.49418
1	28351	28550	0.82511	0.67985	0.60965	0.49368
1	28401	28600	0.83589	0.48873	0.53893	0.49265
1	28451	28650	0.49604	0.17304	0.52726	0.49415
1	28501	28700	0.49604	0.50387	0.59952	0.83088
1	28551	28750	0.49604	0.46248	0.5254	0.81583
1	28601	28800	0.15618	0.50368	0.49536	0.8063
1	28651	28850	0.16288	0.69726	0.49534	0.7914
1	28701	28900	0.15731	0.53589	0.47628	0.7666
1	28751	28950	0.16615	0.83669	0.47868	0.53886
1	28801	29000	0.83589	0.83669	0.17091	0.48963
1	28851	29050	0.83589	0.55844	0.17946	0.49425
1	28901	29100	0.83589	0.51809	0.17334	0.49406
1	28951	29150	0.83589	0.21059	0.4539	0.49406
1	29001	29200	0.56314	0.17276	0.67308	0.4941
