seqnames	start	end	context	posteriorMax	status	rc.meth.lvl
1	8651	8850	CHH	0.99999	U	0.17242
1	8701	8900	CHH	0.99982	I	0.5045
1	8751	8950	CHH	0.99507	I	0.50619
1	8801	9000	CHH	0.99702	I	0.50554
1	8851	9050	CHH	0.99628	M	0.83545
1	8901	9100	CHH	0.67914	I	0.39825
1	9051	9250	CHH	0.69927	M	0.73681
1	9101	9300	CHH	0.76006	M	0.757
1	9151	9350	CHH	0.99999	M	0.83669
1	9201	9400	CHH	0.99998	M	0.83668
1	9251	9450	CHH	0.52801	M	0.67985
1	9301	9500	CHH	0.99958	M	0.83655
1	9351	9550	CHH	0.98133	M	0.83049
1	9401	9600	CHH	0.6193	I	0.37811
1	9451	9650	CHH	0.5185	U	0.33234
1	9501	9700	CHH	0.99999	U	0.17242
1	9551	9750	CHH	0.94426	U	0.19094
1	9601	9800	CHH	0.99986	I	0.5046
1	9651	9850	CHH	0.99992	I	0.50458
1	9701	9900	CHH	0.99999	I	0.50456
1	9751	9950	CHH	0.71295	U	0.26776
1	9801	10000	CHH	0.99999	U	0.17242
1	9851	10050	CHH	0.99999	U	0.17242
1	9901	10100	CHH	0.99999	U	0.17243
1	9951	10150	CHH	0.98537	I	0.4997
1	10001	10200	CHH	0.99805	I	0.50394
1	10051	10250	CHH	0.99939	I	0.5045
1	10101	10300	CHH	0.99946	I	0.50473
1	10151	10350	CHH	0.98461	M	0.83158
1	10201	10400	CHH	0.99999	M	0.83669
1	10251	10450	CHH	0.99392	I	0.50657
1	10301	10500	CHH	0.99955	I	0.5047
1	10351	10550	CHH	0.99999	I	0.50456
1	10401	10600	CHH	0.99999	U	0.17242
1	10451	10650	CHH	0.99967	U	0.17253
1	10501	10700	CHH	0.9998	U	0.17249
1	10551	10750	CHH	0.99508	U	0.17406
1	10601	10800	CHH	0.88723	I	0.4671
1	10651	10850	CHH	0.9753	U	0.18063
1	10701	10900	CHH	0.88985	U	0.20901
1	10751	10950	CHH	0.99999	U	0.17243
1	10801	11000	CHH	0.99999	U	0.17242
1	10851	11050	CHH	0.99939	U	0.17263
1	10901	11100	CHH	0.9998	U	0.17249
1	10951	11150	CHH	0.80156	U	0.23834
1	11001	11200	CHH	0.99066	I	0.50621
1	11051	11250	CHH	0.52801	M	0.67985
1	11101	11300	CHH	0.83185	I	0.56014
1	11151	11350	CHH	0.52094	I	0.66366
1	11201	11400	CHH	0.87734	I	0.46382
1	11251	11450	CHH	0.99994	I	0.50454
1	11301	11500	CHH	0.99411	M	0.83473
1	11351	11550	CHH	0.97372	M	0.82796
1	11401	11600	CHH	0.99999	M	0.83669
1	11451	11650	CHH	0.99999	M	0.83669
1	11501	11700	CHH	0.99862	M	0.83623
1	11551	11750	CHH	0.99954	M	0.83654
1	11601	11800	CHH	0.99954	M	0.83654
1	11651	11850	CHH	0.89047	I	0.54011
1	11701	11900	CHH	0.96092	I	0.51753
1	11751	11950	CHH	0.9989	M	0.83632
1	11801	12000	CHH	0.99999	M	0.83669
1	11851	12050	CHH	1	M	0.83669
1	11901	12100	CHH	0.99999	M	0.83669
1	11951	12150	CHH	0.99613	M	0.8354
1	12001	12200	CHH	0.99999	I	0.50456
1	12051	12250	CHH	0.85794	I	0.45737
1	12101	12300	CHH	0.99999	I	0.50456
1	12151	12350	CHH	0.99966	I	0.50444
1	12201	12400	CHH	0.99983	I	0.50461
1	12251	12450	CHH	0.52114	U	0.33147
1	12301	12500	CHH	0.88723	I	0.4671
1	12351	12550	CHH	0.56964	I	0.64749
1	12401	12600	CHH	0.99958	I	0.50444
1	12451	12650	CHH	0.99817	I	0.50396
1	12501	12700	CHH	0.99994	U	0.17244
1	12551	12750	CHH	0.99999	I	0.50456
1	12601	12800	CHH	0.99999	I	0.50456
1	12651	12850	CHH	0.99999	I	0.50456
1	12701	12900	CHH	0.89702	M	0.80249
1	12751	12950	CHH	0.99999	M	0.83669
1	12801	13000	CHH	0.99999	M	0.83669
1	12851	13050	CHH	0.99999	M	0.83669
1	12901	13100	CHH	0.99999	M	0.83669
1	12951	13150	CHH	0.99995	I	0.50457
1	13001	13200	CHH	0.99989	I	0.50458
1	13051	13250	CHH	0.59355	I	0.63955
1	13101	13300	CHH	0.95705	I	0.51882
1	13151	13350	CHH	0.9997	M	0.83659
1	13201	13400	CHH	0.9975	U	0.17325
1	13251	13450	CHH	0.68286	U	0.27776
1	13301	13500	CHH	0.97906	U	0.17938
1	13351	13550	CHH	0.99999	U	0.17242
1	13401	13600	CHH	0.98159	M	0.83057
1	13451	13650	CHH	0.99322	M	0.83444
1	13501	13700	CHH	0.99999	M	0.83669
1	13551	13750	CHH	0.99999	M	0.83669
1	13601	13800	CHH	0.81638	I	0.56423
1	13651	13850	CHH	0.84437	I	0.53589
1	13701	13900	CHH	0.77244	M	0.76109
1	13751	13950	CHH	0.97369	I	0.51001
1	14001	14200	CHH	0.99999	U	0.17242
1	14051	14250	CHH	0.9954	I	0.50303
1	14101	14300	CHH	0.99997	I	0.50455
1	14151	14350	CHH	0.96637	M	0.82552
1	14201	14400	CHH	0.94015	M	0.81681
1	14251	14450	CHH	0.96623	I	0.49611
1	14701	14900	CHH	0.99999	M	0.83669
1	14751	14950	CHH	0.99999	I	0.50456
1	14801	15000	CHH	0.99999	U	0.17242
1	14851	15050	CHH	0.99999	U	0.17242
1	14901	15100	CHH	0.99999	U	0.17242
1	14951	15150	CHH	0.83887	U	0.22594
1	15301	15500	CHH	0.98467	M	0.8316
1	15751	15950	CHH	0.7261	I	0.59552
1	15801	16000	CHH	0.92711	M	0.81248
1	15851	16050	CHH	0.92019	M	0.81018
1	15901	16100	CHH	0.57074	I	0.64431
1	15951	16150	CHH	0.99999	U	0.17242
1	16001	16200	CHH	0.99999	U	0.17242
1	16051	16250	CHH	0.99999	U	0.17242
1	16101	16300	CHH	0.99999	U	0.17242
1	16251	16450	CHH	0.6799	I	0.60106
1	16301	16500	CHH	0.8365	I	0.49986
1	16351	16550	CHH	0.82864	I	0.46384
1	16401	16600	CHH	0.52801	M	0.67985
1	16451	16650	CHH	0.99999	M	0.83668
1	16501	16700	CHH	0.99999	M	0.83669
1	16551	16750	CHH	0.99999	I	0.50456
1	16601	16800	CHH	0.99999	I	0.50456
1	16651	16850	CHH	0.99998	U	0.17243
1	16701	16900	CHH	0.99999	U	0.17243
1	16751	16950	CHH	0.74111	I	0.49897
1	16801	17000	CHH	0.74111	I	0.49897
1	16851	17050	CHH	0.61552	I	0.49902
1	16901	17100	CHH	0.66319	U	0.28624
1	18001	18200	CHH	0.99826	U	0.173
1	18051	18250	CHH	0.90326	M	0.80456
1	18101	18300	CHH	0.97915	M	0.82976
1	18151	18350	CHH	0.97915	M	0.82976
1	18201	18400	CHH	0.86042	I	0.45875
1	18251	18450	CHH	0.99965	U	0.17254
1	18301	18500	CHH	0.92788	U	0.19638
1	18351	18550	CHH	0.97931	U	0.1793
1	18851	19050	CHH	0.99999	U	0.17242
1	18901	19100	CHH	0.99999	U	0.17242
1	18951	19150	CHH	0.73005	I	0.59381
1	19001	19200	CHH	0.87623	I	0.54154
1	19051	19250	CHH	0.69222	M	0.73401
1	19101	19300	CHH	0.74111	I	0.49897
1	19151	19350	CHH	0.87211	I	0.4621
1	19201	19400	CHH	0.6771	U	0.27967
1	19251	19450	CHH	0.99999	I	0.50456
1	19301	19500	CHH	0.99999	I	0.50456
1	19351	19550	CHH	0.99698	I	0.50556
1	19401	19600	CHH	0.99982	I	0.50462
1	19551	19750	CHH	0.92817	I	0.52592
1	19601	19800	CHH	0.99999	U	0.17242
1	19651	19850	CHH	0.99999	U	0.17242
1	19701	19900	CHH	0.99999	U	0.17242
1	19751	19950	CHH	0.99997	U	0.17243
1	19801	20000	CHH	0.99987	I	0.50451
1	19851	20050	CHH	0.99977	I	0.50448
1	19901	20100	CHH	0.99999	I	0.50456
1	19951	20150	CHH	0.73284	I	0.44203
1	20001	20200	CHH	0.89432	M	0.80159
1	20051	20250	CHH	0.99969	M	0.83659
1	20101	20300	CHH	0.9999	M	0.83666
1	20201	20400	CHH	0.97572	I	0.51262
1	20251	20450	CHH	0.99999	I	0.50456
1	20301	20500	CHH	0.99999	I	0.50456
1	20351	20550	CHH	0.99957	I	0.50441
1	20451	20650	CHH	0.99999	M	0.83669
1	20501	20700	CHH	0.99999	M	0.83669
1	20551	20750	CHH	0.99999	M	0.83669
1	20601	20800	CHH	0.99999	M	0.83669
1	20651	20850	CHH	0.99999	M	0.83668
1	20751	20950	CHH	0.9999	M	0.83665
1	20801	21000	CHH	0.99999	M	0.83669
1	20851	21050	CHH	0.99999	M	0.83669
1	20901	21100	CHH	0.85102	M	0.78721
1	20951	21150	CHH	0.99623	M	0.83544
1	21001	21200	CHH	0.9819	I	0.49885
1	21051	21250	CHH	0.93757	I	0.4893
1	21101	21300	CHH	0.99165	M	0.83391
1	21151	21350	CHH	0.98623	M	0.83211
1	21201	21400	CHH	0.99994	M	0.83667
1	21251	21450	CHH	0.99972	M	0.8366
1	21301	21500	CHH	0.74941	I	0.55614
1	21351	21550	CHH	0.6771	U	0.27967
1	21401	21600	CHH	0.78602	U	0.24349
1	21451	21650	CHH	0.90308	U	0.20461
1	21501	21700	CHH	0.96122	U	0.1853
1	21551	21750	CHH	0.87211	I	0.4621
1	21601	21800	CHH	0.58253	I	0.36591
1	21651	21850	CHH	0.56544	I	0.36058
1	21901	22100	CHH	0.99999	M	0.83669
1	21951	22150	CHH	0.99999	M	0.83669
1	22001	22200	CHH	0.77244	M	0.76109
1	22051	22250	CHH	0.99938	M	0.83648
1	22101	22300	CHH	0.97705	M	0.82907
1	22151	22350	CHH	0.93348	M	0.8146
1	22201	22400	CHH	0.82225	M	0.77765
1	22251	22450	CHH	0.71654	U	0.2669
1	22301	22500	CHH	0.60041	U	0.30654
1	22351	22550	CHH	0.51502	I	0.35459
1	22401	22600	CHH	0.62235	I	0.58395
1	22451	22650	CHH	0.62235	I	0.58395
1	22501	22700	CHH	0.87094	U	0.21529
1	22551	22750	CHH	0.97899	I	0.49929
1	22601	22800	CHH	0.91527	I	0.47673
1	22651	22850	CHH	0.86684	I	0.46083
1	22951	23150	CHH	0.95237	M	0.82087
1	23001	23200	CHH	0.90138	I	0.50102
1	23051	23250	CHH	0.84437	I	0.53589
1	23101	23300	CHH	0.99999	U	0.17242
1	23151	23350	CHH	0.99999	U	0.17242
1	23201	23400	CHH	0.99999	U	0.17242
1	23251	23450	CHH	0.99999	U	0.17242
1	23301	23500	CHH	0.99999	M	0.83669
1	23351	23550	CHH	0.99999	M	0.83669
1	23401	23600	CHH	0.99685	I	0.5056
1	23451	23650	CHH	0.98084	M	0.83033
1	23501	23700	CHH	0.99992	I	0.50453
1	23551	23750	CHH	0.99993	I	0.50453
1	23601	23800	CHH	0.87211	I	0.4621
1	23651	23850	CHH	0.99958	U	0.17256
1	23701	23900	CHH	0.99999	U	0.17242
1	23751	23950	CHH	0.99999	U	0.17242
1	23801	24000	CHH	0.99999	U	0.17242
1	23851	24050	CHH	0.99999	U	0.17242
1	23901	24100	CHH	0.99999	U	0.17242
1	23951	24150	CHH	0.99998	I	0.50456
1	24001	24200	CHH	0.99998	I	0.50456
1	24051	24250	CHH	0.99999	I	0.50456
1	24101	24300	CHH	0.96395	I	0.51653
1	24151	24350	CHH	0.99988	I	0.50452
1	24201	24400	CHH	0.98466	I	0.49947
1	24251	24450	CHH	0.6666	U	0.28315
1	24301	24500	CHH	0.99999	M	0.83669
1	24351	24550	CHH	0.99999	M	0.83669
1	24401	24600	CHH	0.99999	M	0.83669
1	24451	24650	CHH	0.99984	M	0.83664
1	24501	24700	CHH	0.99999	I	0.50456
1	24551	24750	CHH	0.99999	I	0.50456
1	24601	24800	CHH	0.99987	I	0.5046
1	24651	24850	CHH	0.99999	I	0.50456
1	24701	24900	CHH	0.99999	I	0.50456
1	24751	24950	CHH	0.99923	I	0.50481
1	24801	25000	CHH	0.99999	I	0.50456
1	24851	25050	CHH	0.96353	M	0.82458
1	24901	25100	CHH	0.88732	I	0.54198
1	24951	25150	CHH	0.96023	I	0.49135
1	25001	25200	CHH	0.99873	I	0.50422
1	25051	25250	CHH	0.99982	M	0.83663
1	25101	25300	CHH	0.99993	M	0.83667
1	25151	25350	CHH	0.99997	M	0.83668
1	25201	25400	CHH	0.99999	M	0.83669
1	25251	25450	CHH	0.99981	M	0.83663
1	25301	25500	CHH	0.99999	M	0.83669
1	25351	25550	CHH	0.9995	M	0.83652
1	25401	25600	CHH	0.99307	I	0.50657
1	25451	25650	CHH	0.99999	M	0.83669
1	25501	25700	CHH	0.99999	M	0.83669
1	25551	25750	CHH	1	M	0.83669
1	25601	25800	CHH	1	M	0.83669
1	25651	25850	CHH	0.99924	M	0.83644
1	25701	25900	CHH	0.99999	M	0.83669
1	25751	25950	CHH	0.99999	M	0.83669
1	25801	26000	CHH	0.99993	I	0.50458
1	25851	26050	CHH	0.57956	I	0.64419
1	25901	26100	CHH	0.85664	I	0.45694
1	25951	26150	CHH	0.99939	I	0.50476
1	26001	26200	CHH	0.7253	M	0.74545
1	26051	26250	CHH	0.98895	I	0.50823
1	26101	26300	CHH	0.99667	I	0.50566
1	26151	26350	CHH	0.99999	I	0.50456
1	26201	26400	CHH	0.99908	M	0.83638
1	26251	26450	CHH	0.99999	I	0.50456
1	26301	26500	CHH	0.99999	I	0.50456
1	26351	26550	CHH	0.77608	U	0.2468
1	26401	26600	CHH	0.99999	U	0.17242
1	26451	26650	CHH	0.99999	U	0.17242
1	26501	26700	CHH	0.99981	U	0.17249
1	26551	26750	CHH	0.99999	U	0.17242
1	26601	26800	CHH	0.99907	U	0.17273
1	26651	26850	CHH	0.99902	U	0.17275
1	26701	26900	CHH	0.99999	U	0.17243
1	26751	26950	CHH	0.51081	M	0.67421
1	26801	27000	CHH	0.98504	M	0.83172
1	26851	27050	CHH	0.99909	M	0.83639
1	26901	27100	CHH	0.99932	M	0.83646
1	26951	27150	CHH	0.98932	I	0.50387
1	27001	27200	CHH	0.69753	U	0.27289
1	27051	27250	CHH	0.68963	I	0.40152
1	27101	27300	CHH	0.68963	I	0.40152
1	27151	27350	CHH	0.79499	I	0.56609
1	27201	27400	CHH	0.99875	M	0.83627
1	27251	27450	CHH	0.99958	M	0.83655
1	27301	27500	CHH	0.99999	M	0.83669
1	27351	27550	CHH	0.99999	M	0.83669
1	27401	27600	CHH	0.99999	M	0.83669
1	27451	27650	CHH	0.99999	M	0.83669
1	27501	27700	CHH	0.99999	M	0.83669
1	27551	27750	CHH	0.99999	M	0.83669
1	27601	27800	CHH	0.82179	U	0.23161
1	27651	27850	CHH	0.98574	U	0.17716
1	27701	27900	CHH	0.97412	U	0.18102
1	27751	27950	CHH	0.99999	U	0.17242
1	27801	28000	CHH	0.99829	U	0.17299
1	27851	28050	CHH	0.99999	U	0.17242
1	27901	28100	CHH	0.99999	I	0.50455
1	27951	28150	CHH	0.99999	I	0.50456
1	28001	28200	CHH	0.99999	I	0.50456
1	28051	28250	CHH	1	M	0.83669
1	28101	28300	CHH	0.99999	M	0.83669
1	28151	28350	CHH	0.99999	M	0.83668
1	28201	28400	CHH	0.99723	M	0.83577
1	28251	28450	CHH	0.5454	I	0.65554
1	28301	28500	CHH	0.79499	I	0.56609
1	28351	28550	CHH	0.52801	M	0.67985
1	28401	28600	CHH	0.95224	I	0.48873
1	28451	28650	CHH	0.99814	U	0.17304
1	28501	28700	CHH	0.99792	I	0.50387
1	28551	28750	CHH	0.8733	I	0.46248
1	28601	28800	CHH	0.99737	I	0.50368
1	28651	28850	CHH	0.58021	M	0.69726
1	28701	28900	CHH	0.84437	I	0.53589
1	28751	28950	CHH	0.99999	M	0.83669
1	28801	29000	CHH	0.99999	M	0.83669
1	28851	29050	CHH	0.83777	I	0.55844
1	28901	29100	CHH	0.95926	I	0.51809
1	28951	29150	CHH	0.88509	U	0.21059
1	29001	29200	CHH	0.99899	U	0.17276
1	29051	29250	CHH	0.99675	U	0.1735
1	29101	29300	CHH	0.99888	U	0.17279
1	29151	29350	CHH	0.99999	U	0.17242
1	29201	29400	CHH	0.99999	U	0.17242
1	29251	29450	CHH	0.99839	U	0.17296
1	29301	29500	CHH	0.96296	U	0.18473
1	29351	29550	CHH	0.99999	U	0.17242
1	29401	29600	CHH	0.99999	U	0.17242
1	29451	29650	CHH	0.99944	U	0.17261
1	29501	29700	CHH	0.99951	I	0.50439
1	29551	29750	CHH	0.98658	I	0.50901
1	29601	29800	CHH	0.99999	I	0.50456
1	29651	29850	CHH	0.99902	I	0.50423
1	29701	29900	CHH	0.99972	U	0.17252
1	29751	29950	CHH	0.99915	U	0.1727
1	29801	30000	CHH	0.77244	M	0.76109
1	29851	30050	CHH	0.79499	I	0.56609
1	29901	30100	CHH	0.95933	I	0.51659
1	30001	30200	CHH	0.81638	I	0.56423
1	30051	30250	CHH	0.99995	U	0.17244
1	30101	30300	CHH	0.99999	U	0.17242
1	30151	30350	CHH	0.99999	U	0.17242
1	30201	30400	CHH	0.99999	U	0.17242
1	30251	30450	CHH	0.99999	U	0.17243
1	30301	30500	CHH	0.99881	I	0.50416
1	30351	30550	CHH	0.99959	I	0.50442
1	30401	30600	CHH	0.99638	I	0.50576
1	30451	30650	CHH	0.99963	M	0.83657
1	30501	30700	CHH	0.61361	I	0.63289
1	30551	30750	CHH	0.99595	I	0.5059
1	30601	30800	CHH	0.99595	I	0.5059
1	30651	30850	CHH	0.98959	I	0.50127
1	30701	30900	CHH	0.99999	M	0.83669
1	30751	30950	CHH	0.99999	M	0.83669
1	30801	31000	CHH	0.99999	M	0.83669
1	30851	31050	CHH	0.99999	M	0.83669
1	30901	31100	CHH	0.5072	M	0.67302
1	30951	31150	CHH	0.99999	M	0.83668
1	31001	31200	CHH	0.54182	I	0.65673
1	31051	31250	CHH	0.58371	M	0.69843
1	31101	31300	CHH	0.99999	I	0.50456
1	31151	31350	CHH	0.99999	I	0.50455
1	31201	31400	CHH	0.99999	I	0.50456
1	31251	31450	CHH	0.99998	I	0.50456
1	31301	31500	CHH	0.99999	I	0.50456
1	31351	31550	CHH	0.95057	I	0.48814
1	31401	31600	CHH	0.83164	I	0.44864
1	31451	31650	CHH	0.99997	U	0.17243
1	31501	31700	CHH	0.99911	U	0.17272
1	31551	31750	CHH	0.99999	U	0.17242
1	31601	31800	CHH	0.99999	U	0.17243
1	31651	31850	CHH	1	U	0.17242
1	31701	31900	CHH	0.99999	U	0.17242
1	31751	31950	CHH	0.52905	I	0.34814
1	31801	32000	CHH	0.99999	U	0.17243
1	31851	32050	CHH	0.99999	I	0.50455
1	31901	32100	CHH	0.9729	U	0.18142
1	31951	32150	CHH	0.87505	U	0.21392
1	32001	32200	CHH	0.99777	I	0.50397
1	32051	32250	CHH	0.74667	I	0.58869
1	32101	32300	CHH	0.98461	M	0.83158
1	32151	32350	CHH	0.99198	I	0.50189
1	32201	32400	CHH	0.99969	I	0.50445
1	32251	32450	CHH	0.99914	I	0.50427
1	32301	32500	CHH	0.93903	U	0.19267
1	32351	32550	CHH	0.94763	M	0.81929
1	32401	32600	CHH	0.99957	M	0.83655
1	32451	32650	CHH	0.99904	M	0.83637
1	32501	32700	CHH	0.99999	M	0.83669
1	32551	32750	CHH	0.99999	M	0.83669
1	32601	32800	CHH	0.99799	M	0.83602
1	32651	32850	CHH	0.68134	M	0.73085
1	32701	32900	CHH	0.94691	M	0.81906
1	32751	32950	CHH	0.98642	M	0.83218
1	32801	33000	CHH	0.99999	M	0.83669
1	32851	33050	CHH	1	M	0.83669
1	32901	33100	CHH	1	M	0.83669
1	32951	33150	CHH	0.99999	M	0.83669
1	33001	33200	CHH	0.99999	M	0.83669
1	33051	33250	CHH	0.46867	I	0.38418
1	33101	33300	CHH	0.62235	I	0.58395
1	33151	33350	CHH	0.76571	I	0.43168
1	33201	33400	CHH	0.62031	I	0.63054
1	33251	33450	CHH	0.50357	M	0.67179
1	33301	33500	CHH	0.99999	U	0.17242
